"","text","in_reply_to_user_id","possibly_sensitive","created_at.x","reply_settings","conversation_id","author_id","lang","id","protected","location","profile_image_url","verified","username","created_at.y","name","description","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"222","Duh santis is talking about red tide
Don't worry ronnie, the blue blue wave should help wipe out that nasty stuff. ",NA,FALSE,2022-05-04 20:03:55,"everyone","1521943726016376833","1517634372928745477","en","1521943726016376833",FALSE,NA,"https://pbs.twimg.com/profile_images/1517656250112266243/PcTI9QZ__normal.jpg",FALSE,"FranandLayla","2022-04-22T22:41:16.000Z","Frances Strait","I'm an animal lover and donate to a lot of animal causes and advocate for all pit bull type dogs and work to end breed,specific legislation (BSL) #💙GOODTROUBLE",NA,NA,"c5a8a3c8523b835e",0,0,2,0,0,1288,2032,10281,1,"Duh santis is talking about red tide
Don't worry ronnie, the blue blue wave should help wipe out that nasty stuff"
"223","@Joanndu88595431 Yet once again libs will stay home and the tide even though a low red tide, is doing damage. 
PROVE ME WRONG
2 wrongs don't make a right
3 lefts do
6 rights fucked America. ","1281386246170976257",FALSE,2022-06-27 12:52:38,"everyone","1541400679805247488","781908785111638020","en","1541404135165239296",FALSE,"Palm Harbor, FL","https://pbs.twimg.com/profile_images/1623090292608974849/KpN0ugfI_normal.jpg",FALSE,"renzot1954","2016-09-30T17:29:16.000Z","Terry Thomas","MARRIED
68 years of age
Florida 
DO NOT ASK FOR MONEY, CARD, OR CHECK, YOU WILL BE BLOCKED.
420 friendly if you have to ask, never mind.",NA,NA,"c5a8a3c8523b835e",0,1,1,0,0,116481,3925,23014,0,"@Joanndu88595431 Yet once again libs will stay home and the tide even though a low red tide, is doing damage. 
PROVE ME WRONG
2 wrongs don't make a right
3 lefts do
6 rights fucked America"
"224","@SethAndrewsTTA Red tide.. ","2320645506",FALSE,2022-07-05 05:29:34,"everyone","1544169447593676801","804193158330544128","da","1544191736133652481",FALSE,"Clearwater, FL","https://pbs.twimg.com/profile_images/1553098820115959808/Uerc_zIl_normal.jpg",FALSE,"torchured2","2016-12-01T05:19:24.000Z","spwog","No dark triad personalities,narcicsist,bully's manipulative liers thieves fraudsters.Gang stalkers harassers drug dealers https://t.co/Ai5dTh7i5X Scientology fair game .","1283490569017274375",NA,"700eeb799fa55a4b",0,0,0,0,0,84,273,17416,1,"@SethAndrewsTTA Red tide."
"225","@BigDawg_1121 @dogs_breakfast_ @valdemings Fact: There Are Lots of Dicks in Florida just Waiting to Vote Blue! The Tides are Turning that Red Tide will be Washed away by the Big Blue Ocean in Florida…. ","1461860379441741827",FALSE,2022-07-07 10:41:19,"everyone","1544838849955856384","1473235916290498567","en","1544994967717924864",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"Moe6660001","2021-12-21T10:17:05.000Z","Maureen Reilly","Everything",NA,NA,"e54569d90c7032c0",0,1,0,0,0,2953,2955,9718,0,"@BigDawg_1121 @dogs_breakfast_ @valdemings Fact: There Are Lots of Dicks in Florida just Waiting to Vote Blue! The Tides are Turning that Red Tide will be Washed away by the Big Blue Ocean in Florida…"
"226","@darafaye According to @SenRickScott , Red Tide works best. ","27675991",FALSE,2022-08-21 13:55:46,"everyone","1561176919189516288","828901097196703746","en","1561351356589424641",FALSE,"Nonya Biznus, USA","https://pbs.twimg.com/profile_images/1435365105877856256/WGrHMhSF_normal.jpg",FALSE,"scottyssqueeze","2017-02-07T09:39:56.000Z","DoxieDoc","#HeatherHeyer is my hero. Half Venezuelan and All American #MoscowMitch #TrumpIsARussianAsset","1592241701669715968","https://t.co/J5siPImakP","608a091166e5ddb0",0,0,1,0,0,23328,22765,82488,6,"@darafaye According to @SenRickScott , Red Tide works best"
"227","@DawnMm08 @GovRonDeSantis Yeh.  Red tide is a new thing.  Thank you Ms Know Nothing. ","535055364",FALSE,2022-08-24 00:34:44,"everyone","1562186667905060864","347930053","en","1562236934919016448",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1248812553049956353/AIlHWrbM_normal.jpg",FALSE,"vendro2000","2011-08-03T16:06:21.000Z","DonV","molecular biologist. USF uber fan",NA,NA,"4ad609c5e10fc033",0,1,2,0,0,79,63,12653,2,"@DawnMm08 @GovRonDeSantis Yeh.  Red tide is a new thing.  Thank you Ms Know Nothing"
"228","@JoeBiden @PeaceVotesBlue Red Tide Rick running in 24 or running for fat boys VP. Either way HES A LOSER. ","939091",FALSE,2022-09-14 22:47:23,"everyone","1569891437780832256","838439250249023489","en","1570182448989732870",FALSE,"Largo, FL","https://pbs.twimg.com/profile_images/864088799948746752/_5X7Pv9k_normal.jpg",FALSE,"rhaton13","2017-03-05T17:21:09.000Z","Salt Water Hippie","Retired special education teacher and drug counselor. love RPG and Ticket to Ride. 60s music.  GQP must go.",NA,NA,"e54569d90c7032c0",0,0,1,0,0,3529,4880,53470,4,"@JoeBiden @PeaceVotesBlue Red Tide Rick running in 24 or running for fat boys VP. Either way HES A LOSER"
"229","Not to be Johnny Rain-cloud but those are not fossilized coral.  They are fragments of modern coral rubble deposited on a beach. The blackened nature of coral is due to the Cyanobacteria - Gloeocapsa magma. These are the same bacteria that turn roof tiles black . https   twitter com EvergladesNPS status 1580207824981721088",NA,FALSE,2022-10-12 23:04:52,"everyone","1580333709538250754","2685946975","en","1580333709538250754",FALSE,"Miami, FL","https://pbs.twimg.com/profile_images/1580681362213900289/1NM6ITAa_normal.jpg",FALSE,"BillPrecht","2014-07-27T20:51:21.000Z","Bill Precht","husband, father of three amazing daughters, coral reef scientist, marine ecologist, environmental specialist, faculty NU Three-Seas Program, Stage 3 cancer","1468069032503001092","https://t.co/sqR62lTbQz","4ad609c5e10fc033",0,0,3,0,0,719,707,7224,0,"Not to be Johnny Rain-cloud but those are not fossilized coral.  They are fragments of modern coral rubble deposited on a beach. The blackened nature of coral is due to the Cyanobacteria - Gloeocapsa magma. These are the same bacteria that turn roof tiles black https://t.co/eIKnG9rj9u"
"230","@ACTBrigitte Because of Republicans, we have a massive red tide here in Florida every year. . https   twitter com ScottieBlowme status 1582082262870372352 photo 1","722528529716383744",FALSE,2022-10-17 18:52:59,"everyone","1582074767674609665","1558806604241321985","en","1582082262870372352",FALSE,NA,"https://pbs.twimg.com/profile_images/1589616758264107010/rVYD5UhF_normal.jpg",FALSE,"Scottie_Dont_No","2022-08-14T13:24:23.000Z","Elon's Fragile Ego 🐍","Parody of the idiot running this app into the ground. His fragile ego can't handle reality. Pathetic rich man and Beta Male.","1589617536135745537",NA,"608a091166e5ddb0",0,0,0,0,0,184,167,5422,0,"@ACTBrigitte Because of Republicans, we have a massive red tide here in Florida every year. https://t.co/7qFh94mlWq"
"231","Thank God the fetid toxic GOP RED TIDE didn't happen... bye toxic Trump.. ",NA,FALSE,2022-11-10 21:54:09,"everyone","1590825161095512064","147835776","en","1590825161095512064",FALSE,"Florida","https://pbs.twimg.com/profile_images/1246540877952159744/u4OXcjRp_normal.jpg",FALSE,"MyBeachFriendFl","2010-05-25T05:00:20.000Z","Javier","Night creature",NA,NA,"700eeb799fa55a4b",0,0,2,0,0,213,795,16121,2,"Thank God the fetid toxic GOP RED TIDE didn't happen... bye toxic Trump."
"232","@chrislongview @Marston4ca42 @POTUS @VP Now we must flush FL. #Redtide isn’t just killing the fish.. ","800570658929262592",FALSE,2022-11-13 13:30:51,"everyone","1591422887134887936","842434518","en","1591785664772988930",FALSE,"McLean, VA","https://pbs.twimg.com/profile_images/1505658482263048195/SS-8TRmu_normal.jpg",FALSE,"speakup911","2012-09-23T21:33:10.000Z","HuntedTheBigRedDog","Husb, Dad & American Patriot w/35 years service protecting our way of life, doing the right thing, not the popular thing. @GOP member in exile.",NA,NA,"700eeb799fa55a4b",0,0,0,0,0,141,712,12376,2,"@chrislongview @Marston4ca42 @POTUS @VP Now we must flush FL. #Redtide isn’t just killing the fish."
"233","@AmoneyResists Crucified donnie, ronnie backed same losers. Then we have r ick Ssscott Florida that Led the campaign arm to elect gop senators a complete disappointment. Heard for months RED TSUNAMI. 
I would say red tide, but it was low tide. ","739844197935644672",FALSE,2022-11-13 20:05:29,"everyone","1591819347349352449","781908785111638020","en","1591884978505543682",FALSE,"Palm Harbor, FL","https://pbs.twimg.com/profile_images/1623090292608974849/KpN0ugfI_normal.jpg",FALSE,"renzot1954","2016-09-30T17:29:16.000Z","Terry Thomas","MARRIED
68 years of age
Florida 
DO NOT ASK FOR MONEY, CARD, OR CHECK, YOU WILL BE BLOCKED.
420 friendly if you have to ask, never mind.",NA,NA,"c5a8a3c8523b835e",0,0,0,0,0,116481,3925,23014,0,"@AmoneyResists Crucified donnie, ronnie backed same losers. Then we have r ick Ssscott Florida that Led the campaign arm to elect gop senators a complete disappointment. Heard for months RED TSUNAMI. 
I would say red tide, but it was low tide"
"234","@QuorumCall Hopefully Russian Red Tide Rick is out of public life soon. ","190890578",FALSE,2022-11-19 10:39:20,"everyone","1593916079734079494","838439250249023489","en","1593916829931405312",FALSE,"Largo, FL","https://pbs.twimg.com/profile_images/864088799948746752/_5X7Pv9k_normal.jpg",FALSE,"rhaton13","2017-03-05T17:21:09.000Z","Salt Water Hippie","Retired special education teacher and drug counselor. love RPG and Ticket to Ride. 60s music.  GQP must go.",NA,NA,"e54569d90c7032c0",0,0,0,0,0,3529,4880,53470,4,"@QuorumCall Hopefully Russian Red Tide Rick is out of public life soon"
