"","text","conversation_id","author_id","reply_settings","possibly_sensitive","lang","created_at.x","id","verified","location","profile_image_url","url","username","description","pinned_tweet_id","created_at.y","name","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"81","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1026928628108591105","1283766950","everyone",FALSE,"en",2018-08-07 20:30:39,"1026928628108591105",FALSE,"Chicago, IL","https://pbs.twimg.com/profile_images/1242162977299730432/bo3mVjji_normal.jpg","https://t.co/nrSSZ0b5pL","KatieMcCallTV","Journalist - Host - Voice Over 🎙 🎥 Vanderbilt Commodore ⭐️",NA,"2013-03-20T16:59:24.000Z","Katie McCall",FALSE,0,0,0,0,0,3779,1882,4728,90,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/EX3OqIbi3W via @thenewspress",FALSE
"82","@totalbullsugar #voteblue 🚫gop. ","1026438160878903296","1010136116702347264","everyone",FALSE,"und",2018-08-08 07:13:24,"1027090382553800705",FALSE,"InY","https://pbs.twimg.com/profile_images/1010138778210533376/oAymv2rJ_normal.jpg",NA,"JArtemisisback","Nobody",NA,"2018-06-22T12:23:12.000Z","J0Artemisisback",FALSE,0,0,0,0,0,47,65,2998,0,"2701863841",NA,"@totalbullsugar #voteblue 🚫gop",TRUE
"83","Fort Myers, Cape Coral at Center of Two Water Quality Tragedies – Red Tide and Blue-Green Algal Bloom: 
Urge Gov. Scott and Agriculture Commissioner Putnam to stop the toxic discharges to the coasts:

 . https   newspr es 2vH1aGo. https   www flgov com contact gov scott. https   adamputnam com contact. https   twitter com savethemanatee status 1027585601309220866 photo 1","1027585601309220866","25219101","everyone",FALSE,"en",2018-08-09 16:01:13,"1027585601309220866",FALSE,"Maitland, FL","https://pbs.twimg.com/profile_images/1554187475983163395/o9sy9Lcm_normal.png","https://t.co/GZG2PBkTog","savethemanatee","Official Twitter Account for the Save the Manatee Club. Our mission is to protect manatees and their aquatic habitats for future generations.","1606751660314869761","2009-03-19T02:36:16.000Z","Save the Manatee",FALSE,1,0,2,1,0,13455,924,12391,244,NA,NA,"Fort Myers, Cape Coral at Center of Two Water Quality Tragedies – Red Tide and Blue-Green Algal Bloom: https://t.co/huFXF56JPc
Urge Gov. Scott and Agriculture Commissioner Putnam to stop the toxic discharges to the coasts:
https://t.co/0SzjMv7hg2
https://t.co/ODyL5vrcYO https://t.co/Bq69A1TQPe",FALSE
"84","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom  via @thenewspress. https   newspr es 2vxQU3f","1027621610788929536","3042728698","everyone",FALSE,"en",2018-08-09 18:24:18,"1027621610788929536",FALSE,"South Carolina, USA","https://pbs.twimg.com/profile_images/1084593775542980608/FbhnXX7I_normal.jpg","https://t.co/JXEFjsxuv2","musingsofzookpr","14+ years in Animal Care. Education Coordinator & Board Member of PAWS. Promoting wildlife conservation through education, collaboration, & personal connections",NA,"2015-02-17T15:04:48.000Z","Julie Schmidt",FALSE,0,0,0,0,0,45,180,2034,5,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom https://t.co/316tBsEFtj via @thenewspress",FALSE
"85","@MikeHudema @jmdagger 8/9/18: Add #massive #toxic #Green  #algae  #bloom in #Florida #Killing #marine #Life #worst than #Gulf #OilLeaksSpills #unacceptable #Clear-Lila #Sift #Time  @realDonaldTrump @Breaking911 @MediaOmissions 
 



. https   www forbes com sites cartoonoftheday 2016 07 07 how corruption caused a toxic water crisis in florida  2199f640353e. http   www mysuncoast com news local six dead dolphins recovered from the venice and casey key article_888da5ba 9b63 11e8 8425 0fb6eefc2051 html. http   www mysuncoast com community sarasota county beaches continue to have cleanup crews remove dead article_3452ddac 9768 11e8 8eb9 579bf3192503 html","1027530442977751040","450887963","everyone",FALSE,"en",2018-08-09 21:57:59,"1027675385742458882",FALSE," Path of Mercy🍇","https://pbs.twimg.com/profile_images/804719365224595457/yBPTmTuf_normal.jpg",NA,"DivanaAyhea","L.U.V. Evolutionist:
Bearer of Y-KIN Highlanders
Honoring TrhU Me & TrhU Yhu🍇
1/30/23: Tri-Solar Risha +💎
Quite a Brevity Statement! 💧","835117728281296896","2011-12-30T19:45:31.000Z","ARi_Effi-LUV, Boys & Girls From Beyond."" 🌻🌲🌎",FALSE,0,0,0,0,0,137,61,4648,0,"15088481",NA,"@MikeHudema @jmdagger 8/9/18: Add #massive #toxic #Green  #algae  #bloom in #Florida #Killing #marine #Life #worst than #Gulf #OilLeaksSpills #unacceptable #Clear-Lila #Sift #Time  @realDonaldTrump @Breaking911 @MediaOmissions 
https://t.co/K4jrnvbQ6i 

https://t.co/qtLftjbnqe

https://t.co/gk0CsHx25j",FALSE
"86","@FLGovScott @adamputnam @mattcaldwell_fl I don't know how you all sleep at night!  #cantrumpfixthis #cleanwatertribe #fanjuls #FLWaterCrisis #BlueGreenAlgae #LakeOkeechobee #BigSugar #ExposeLakeO #BoycottBigSugar  #SendTheWaterSouth #stopthebloom 
  . https   www abcactionnews com news region sarasota manatee 9 bottlenose dolphins found dead in sarasota county in 36 hours","1027694062160232448","101929521","everyone",FALSE,"en",2018-08-09 23:12:12,"1027694062160232448",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1026627019960983552/y3nQnXYa_normal.jpg",NA,"Bakernl","Semi-retired former exec assistant now enjoying life. Promoter of positive actions to protect our precious natural environment and all the creatures within it.",NA,"2010-01-05T02:21:03.000Z","Thalassophile",FALSE,0,0,0,0,0,30,263,1215,3,"131546062",NA,"@FLGovScott @adamputnam @mattcaldwell_fl I don't know how you all sleep at night!  #cantrumpfixthis #cleanwatertribe #fanjuls #FLWaterCrisis #BlueGreenAlgae #LakeOkeechobee #BigSugar #ExposeLakeO #BoycottBigSugar  #SendTheWaterSouth #stopthebloom 
  https://t.co/W3GEahZjrA",FALSE
"87","@ThomasPound63 @FLGovScott Nine dead dolphins pulled to shore in Sarasota in three days. Cape Coral’s canals are covered with toxic blue/green algae. It’s disgusting.. ","1028269895153270786","744250165926764545","everyone",FALSE,"en",2018-08-11 13:29:45,"1028272260040126464",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1219754549952552963/G55D6vq9_normal.jpg",NA,"kiracdobson","I appreciate a good dad joke • Musical junkie • VOTE BLUE! ⚜️🏳️‍🌈 ♈️ #BLM",NA,"2016-06-18T19:27:21.000Z","Kira",FALSE,0,0,1,0,0,1241,616,3493,6,"1419631405",NA,"@ThomasPound63 @FLGovScott Nine dead dolphins pulled to shore in Sarasota in three days. Cape Coral’s canals are covered with toxic blue/green algae. It’s disgusting.",FALSE
"88","The foul siege reached from Sarasota nearly to the tip of Florida by early June, when ecological insult No. 2 arrived. A green film of cyanobacteria appeared, as it regularly does in summer, in vast Lake Okeechobee. . https   twitter com janattheocean status 1029381906620506112","1029384284090462210","67875296","everyone",FALSE,"en",2018-08-14 15:08:33,"1029384284090462210",FALSE,"COLORADO","https://pbs.twimg.com/profile_images/1070758093254881281/pELxDHwx_normal.jpg",NA,"janattheocean","liberal Democrat, I want clean air, & water, NO FRACKING, NO WALL, “Biden/Harris WON”  PRO-CHOICE
TRUMP Is a Cancer on America, must be destroyed..",NA,"2009-08-22T12:08:17.000Z","J. vaccinated - & ""ARREST TRUMP & CHARGE him NOW",FALSE,0,0,0,1,0,4161,4760,669446,14,NA,NA,"The foul siege reached from Sarasota nearly to the tip of Florida by early June, when ecological insult No. 2 arrived. A green film of cyanobacteria appeared, as it regularly does in summer, in vast Lake Okeechobee. https://t.co/lQ2PruVIlR",FALSE
"89","Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029709095891296256","20681073","everyone",FALSE,"en",2018-08-15 12:39:14,"1029709095891296256",TRUE,"Sarasota, FL","https://pbs.twimg.com/profile_images/1617897449762299904/wDzgTk80_normal.jpg","https://t.co/gMIwp8nSkL","CityofSarasota","Official Twitter for the City of Sarasota | News, alerts and updates |
Social media policy: https://t.co/Dn8LUa2te1…",NA,"2009-02-12T14:29:54.000Z","City of Sarasota",FALSE,6,1,6,0,0,54352,558,10218,429,NA,NA,"Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"90","RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029710758899146753","26014932","everyone",FALSE,"en",2018-08-15 12:45:50,"1029710758899146753",TRUE,"Tampa Bay","https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg","https://t.co/C8yRkQVAYP","kkuizon","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own",NA,"2009-03-23T14:53:08.000Z","Kim Kuizon FOX 13",FALSE,6,0,0,0,0,7308,516,21130,190,NA,NA,"RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"91","RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029718080035926018","16355696","everyone",FALSE,"en",2018-08-15 13:14:56,"1029718080035926018",FALSE,"Sarasota, FL  ","https://pbs.twimg.com/profile_images/571836851952078848/G3QX33X0_normal.jpeg","https://t.co/1N1GNjNv7S","JanThornburg","Recovering reporter, avid photographer, tennis fan, @MichiganStatEU alumna and 2x cancer survivor. | Absolutely nothing here is official.",NA,"2008-09-18T23:46:31.000Z","Jan Thornburg",FALSE,6,0,0,0,0,502,825,4788,22,NA,NA,"RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"92","RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029729945155776512","21992035","everyone",FALSE,"en",2018-08-15 14:02:05,"1029729945155776512",TRUE,"⚓ Cumberland, RI ","https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","https://t.co/XWTXNo6tNp","ReadCarlos","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",NA,"2009-02-26T08:55:50.000Z","Carlos R. Munoz 📰",FALSE,6,0,0,0,0,3376,1859,40396,96,NA,NA,"RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"93","RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029732737446539264","30820266","everyone",FALSE,"en",2018-08-15 14:13:10,"1029732737446539264",FALSE,NA,"https://pbs.twimg.com/profile_images/1615410131340038154/eQRJ4SZS_normal.jpg",NA,"srqstockpicker","Biotech enthusiast and master googler lol  Do your own Due Diligence!  Personal posts as well. #hbarbarian","1615264022127079425","2009-04-13T06:18:51.000Z","Boaty McBoatface",FALSE,6,0,0,0,0,3638,4809,139219,227,NA,NA,"RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"94","RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. . https   twitter com CityofSarasota status 1029709095891296256 photo 1","1029734025253085186","884504951103344640","everyone",FALSE,"en",2018-08-15 14:18:17,"1029734025253085186",FALSE,"Cape Coral, FL","https://pbs.twimg.com/profile_images/1290806805132644352/vqWVFKub_normal.jpg","https://t.co/k1fWfBzX1P","JenniferKveglis","The K is silent 🤫 • @NBC2/@ABC7 Reporter",NA,"2017-07-10T20:09:48.000Z","Jennifer Kveglis",FALSE,6,0,0,0,0,760,311,1254,8,NA,NA,"RT @CityofSarasota: Small businesses in #Sarasota experiencing economic loss due to red tide and blue-green algae can apply for short-term, interest-free loans via @FLDEO through October 12, 2018. https://t.co/AhMu5jpmLV",FALSE
"95","@ThatKevinSmith @IAmJericho While your in Sarasota, could you please let the rest of the country know about the state of our beaches? It’s not being reported and they’re blaming it on red tide when that is not the issue. Blue green algae from Lake O is and big sugar is largely to blame. TYIA. ","1029738576744009728","82112345","everyone",FALSE,"en",2018-08-15 23:16:12,"1029869394476888064",FALSE,"Asheville, NC","https://pbs.twimg.com/profile_images/1388199507431727104/0NEeazZ7_normal.jpg",NA,"sammygrl04","Director of Retail Operations",NA,"2009-10-13T14:51:14.000Z","Samantha",FALSE,0,0,0,0,0,27,225,86,0,"14681605",NA,"@ThatKevinSmith @IAmJericho While your in Sarasota, could you please let the rest of the country know about the state of our beaches? It’s not being reported and they’re blaming it on red tide when that is not the issue. Blue green algae from Lake O is and big sugar is largely to blame. TYIA",FALSE
"96","Here's a good explanation of the double-whammy that's destroying water quality in South Florida. . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1029902702954913792","59199417","everyone",FALSE,"en",2018-08-16 01:28:33,"1029902702954913792",FALSE,"USA","https://pbs.twimg.com/profile_images/951082807996030976/brHU3INi_normal.jpg","http://t.co/464xolnELn","OrvisFlyFishing","",NA,"2009-07-22T18:09:03.000Z","Orvis Fly Fishing",FALSE,2,0,7,0,0,63232,218,10838,623,NA,NA,"Here's a good explanation of the double-whammy that's destroying water quality in South Florida. https://t.co/11UVFFkPzN",FALSE
"97","RT @OrvisFlyFishing: Here's a good explanation of the double-whammy that's destroying water quality in South Florida. . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1029903390220926977","1307230099","everyone",FALSE,"en",2018-08-16 01:31:17,"1029903390220926977",FALSE,"Maine, USA","https://pbs.twimg.com/profile_images/744482650329591809/9OIUgHbq_normal.jpg","https://t.co/ribc2gn1AC","JLTDonahue314","I want to support YOU! SS is a full-service #tourism and #hospitality marketing and PR agency. Also, marketing @FeedingMaine #Maine's @FeedingAmerica #FoodBank",NA,"2013-03-27T11:14:54.000Z","Jessica Donahue",FALSE,2,0,0,0,0,666,3984,2038,29,NA,NA,"RT @OrvisFlyFishing: Here's a good explanation of the double-whammy that's destroying water quality in South Florida. https://t.co/11UVFFkPzN",FALSE
"98","RT @OrvisFlyFishing: Here's a good explanation of the double-whammy that's destroying water quality in South Florida. . https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1029903442041561088","14328935","everyone",FALSE,"en",2018-08-16 01:31:29,"1029903442041561088",FALSE,"San Diego - Chicago - New York","https://pbs.twimg.com/profile_images/1186416015/James_normal.jpg","https://t.co/MyyBqpIQaV","ManTripping","Men's Lifestyle & Travel blogger: food, wine, spirits, fishing, trucks, gadgets, sports, fashion for men, dad, & the women who love us.
📩 info@mantripping.com",NA,"2008-04-08T02:42:44.000Z","James Hills",FALSE,2,0,0,0,0,49776,47714,110143,905,NA,NA,"RT @OrvisFlyFishing: Here's a good explanation of the double-whammy that's destroying water quality in South Florida. https://t.co/11UVFFkPzN",FALSE
"99","RT @Medusa0029: @caperguy33 @krassenstein @FLGovScott @SenBillNelson While there’s no direct link to ag runoff...once red tide makes it to local beaches, growth can be influenced by agricultural &amp; urban runoff, according to Mote Marine Lab in Sarasota. Blue-green algae blooms have a direct relation to ag &amp; urban runoff.
. https   www naplesnews com story news local environment 2018 08 03 florida algae crisis what difference between red tide and blue green algae 898800002","1029922803796127744","253340432","everyone",FALSE,"en",2018-08-16 02:48:26,"1029922803796127744",FALSE,"Antar","https://pbs.twimg.com/profile_images/1246694864/ColoredLeaf_Fl135_normal.JPG",NA,"AntarianRani","I believe in aliens. Save the USA—Use only paper ballots!!! Enough of electronic vote switching!  #WeAreSheep","965353816173531136","2011-02-17T01:39:23.000Z","Ima Khivar",FALSE,1,0,0,0,0,4296,4914,630352,313,NA,NA,"RT @Medusa0029: @caperguy33 @krassenstein @FLGovScott @SenBillNelson While there’s no direct link to ag runoff...once red tide makes it to local beaches, growth can be influenced by agricultural &amp; urban runoff, according to Mote Marine Lab in Sarasota. Blue-green algae blooms have a direct relation to ag &amp; urban runoff.
https://t.co/QFzT9Sja9S",FALSE
"100",". https   www news press com story news local 2018 08 03 red tide blue green algae fort myers naples sanibel sarasota army corps lake okeechobee florida 870339002","1030002365594836992","989977969","everyone",FALSE,"zxx",2018-08-16 08:04:35,"1030002365594836992",FALSE,"Deale, Maryland","https://pbs.twimg.com/profile_images/655701163036291072/M2YJJVAW_normal.jpg",NA,"HillAdvocate","Government & public affairs/ Washington. Exec V Chair & CEO at Husch Blackwell Strategies Retweets not endorsement. Aspiring fisherman. ghartley@HBStrategies.us",NA,"2012-12-05T01:50:52.000Z","gregg.hartley",FALSE,0,0,0,0,0,902,809,20470,45,NA,NA,"https://t.co/0T2YHxERZg",FALSE
"101","During his stop in Sarasota today, Levine spoke about toxic red tide and blue green algae choking our shorelines, school security and his lead in the polls over opponent Gwen Graham. Here’s the former mayor of Miami Beach talking election system security: . https   twitter com NicRodriguez status 1030899683521122304 video 1","1030899683521122304","2579815830","everyone",FALSE,"en",2018-08-18 19:30:12,"1030899683521122304",TRUE,"West Palm Beach, FL","https://pbs.twimg.com/profile_images/1516801593139732480/oE_LnuMY_normal.jpg",NA,"NicRodriguez","Publicist/Communications Specialist. Former reporter with bylines in @USATODAY @WashingtonPost @Newsweek @HeraldTribune @TCPalm. Michael Jackson fan.",NA,"2014-06-21T04:50:34.000Z","Nicole Rodriguez Terrell",FALSE,0,0,2,0,0,4121,388,27576,86,NA,NA,"During his stop in Sarasota today, Levine spoke about toxic red tide and blue green algae choking our shorelines, school security and his lead in the polls over opponent Gwen Graham. Here’s the former mayor of Miami Beach talking election system security: https://t.co/3Bb52gdeLc",FALSE
"102","Sarasota. As the cyanobacteria continues to choke the oxygen from every living thing it comes in contact with, WINK news reports today that more Lake Okeechobee toxic water releases are imminent.... . https   www facebook com story php","1031588379132080129","78966892","everyone",FALSE,"en",2018-08-20 17:06:50,"1031588379132080129",FALSE,NA,"https://pbs.twimg.com/profile_images/1771788661/JoK7571D_normal","http://t.co/S1kXDbi72U","isaacfaded","",NA,"2009-10-01T18:11:26.000Z","Isaac Holeva",FALSE,0,0,0,0,0,1697,2878,20796,33,NA,NA,"Sarasota. As the cyanobacteria continues to choke the oxygen from every living thing it comes in contact with, WINK news reports today that more Lake Okeechobee toxic water releases are imminent.... https://t.co/LY9UCUJa8H",FALSE
"103","Keep this in mind when you look at this map: An offshore fish farm has applied for a permit to build an experimental fish farm 45 miles southwest of Sarasota. The high... . https   www clickorlando com water these florida maps show where red tide blue green algae are the worst","1031683061417693184","32508227","everyone",FALSE,"en",2018-08-20 23:23:04,"1031683061417693184",FALSE,"St. Petersburg,  Florida ","https://pbs.twimg.com/profile_images/2389957309/ebl15y707sd4aza3djp8_normal.jpeg",NA,"harrelcat","St Pete Sustainability Council, Urban Forestry, Pinellas Dem Enviro Caucus; clean energy & water; mom/grandma, Rays fan, planet's burning down stop arguing!!","459833313084321793","2009-04-17T18:20:42.000Z","Cathy Harrelson",FALSE,0,0,0,0,0,1267,2862,7615,17,NA,NA,"Keep this in mind when you look at this map: An offshore fish farm has applied for a permit to build an experimental fish farm 45 miles southwest of Sarasota. The high... https://t.co/eJVwsa5ztL",FALSE
"104","@CityofSarasota @FLDEO @GSCC @HeraldTribune @mysuncoast @kkuizon @IMascarenas @ReadCarlos @JessDoudrick @JkveglisSNN Loans available. What about grants?. ","1029709095891296256","1286995652","everyone",FALSE,"en",2018-08-21 14:05:34,"1031905149663551488",FALSE,"Florida","https://pbs.twimg.com/profile_images/771728891388059649/2H0zuHtr_normal.jpg",NA,"winegirl34242","",NA,"2013-03-21T21:20:04.000Z","Island Maureen",FALSE,0,0,0,0,0,20,102,63,0,"20681073",NA,"@CityofSarasota @FLDEO @GSCC @HeraldTribune @mysuncoast @kkuizon @IMascarenas @ReadCarlos @JessDoudrick @JkveglisSNN Loans available. What about grants?",TRUE
"105","@rabldb2 @Change In reading up on this after my trip to Sarasota, I learned that, while warming might have amplify red tide, it's mostly about salinity, &amp; mostly a naturally occurring phenomenon. Blue green algae (freshwater) however, is all us--definitely a manmade problem. Mustn't conflate!. ","1032275348715712513","108617919","everyone",FALSE,"en",2018-08-22 14:40:19,"1032276282065612801",FALSE,"Jacksonville, FL","https://pbs.twimg.com/profile_images/1591923550780366849/c6voa3WB_normal.jpg","https://t.co/3ZNvrVIh9B","julieinjax","Author of the award-winning courtroom drama, SEEN. Gold Medalist, 2022 IPPY Regional Awards; Finalist, 2022 IAN Book of the Year Awards. #KeepHopeAlive","1522186714084777985","2010-01-26T14:24:51.000Z","Julie Delegal ☮️",FALSE,0,1,0,0,0,4692,5084,42908,103,"2588076548",NA,"@rabldb2 @Change In reading up on this after my trip to Sarasota, I learned that, while warming might have amplify red tide, it's mostly about salinity, &amp; mostly a naturally occurring phenomenon. Blue green algae (freshwater) however, is all us--definitely a manmade problem. Mustn't conflate!",FALSE
"106","@925studio @CityofSarasota @FLDEO @GSCC @HeraldTribune When we walk outside the station, the stench is overwhelming! 😰. ","1029709095891296256","9581122","everyone",FALSE,"en",2018-08-23 14:36:29,"1032637707196026887",FALSE,"Sarasota, Florida","https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg","http://t.co/nQUeAxZ5Ke","mysuncoast","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1",NA,"2007-10-21T15:57:27.000Z","ABC7 Sarasota",FALSE,1,2,2,0,0,67406,851,92087,693,"54435849","4ec01c9dbc693497","@925studio @CityofSarasota @FLDEO @GSCC @HeraldTribune When we walk outside the station, the stench is overwhelming! 😰",TRUE
"107","@mysuncoast @925studio @CityofSarasota @FLDEO @GSCC Smelling it INSIDE the newsroom this morning.. ","1029709095891296256","6942422","everyone",FALSE,"en",2018-08-23 14:38:01,"1032638094745509888",FALSE,"Sarasota, Florida","https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png","https://t.co/W5oFw0FxIi","HeraldTribune","The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.",NA,"2007-06-19T21:13:46.000Z","Sarasota Herald-Tribune",FALSE,1,2,2,0,0,61817,833,120291,922,"9581122",NA,"@mysuncoast @925studio @CityofSarasota @FLDEO @GSCC Smelling it INSIDE the newsroom this morning.",TRUE
"108","@HeraldTribune @mysuncoast @925studio @CityofSarasota @FLDEO @GSCC We smell it in our office, too.. ","1029709095891296256","109298731","everyone",FALSE,"en",2018-08-23 14:38:42,"1032638266095357953",FALSE,"Sarasota, FL","https://pbs.twimg.com/profile_images/1122984073054629888/t_oUsX8S_normal.png","https://t.co/i5J0uXLsMm","SarasotaMagazin","Sarasota's city magazine.","1620559378960236545","2010-01-28T16:06:09.000Z","Sarasota Magazine",FALSE,0,1,1,0,0,17238,188,9122,187,"6942422",NA,"@HeraldTribune @mysuncoast @925studio @CityofSarasota @FLDEO @GSCC We smell it in our office, too.",TRUE
"109","@SarasotaMagazin @HeraldTribune @mysuncoast @925studio @CityofSarasota @FLDEO @GSCC Well the bay is filled w dead fish. What’s the city doing do clean up?. ","1029709095891296256","128643464","everyone",FALSE,"en",2018-08-23 14:41:01,"1032638847128141826",FALSE,"Siesta Key, FL","https://pbs.twimg.com/profile_images/1369049552/BeachSiesta003026415_570_normal.jpg","https://t.co/U3klN71mM6","FLKeysBeachBum","Relaxed in the sun, low as possible",NA,"2010-04-01T19:09:30.000Z","Beach Bum",FALSE,0,0,0,0,0,515,339,227267,17,"109298731",NA,"@SarasotaMagazin @HeraldTribune @mysuncoast @925studio @CityofSarasota @FLDEO @GSCC Well the bay is filled w dead fish. What’s the city doing do clean up?",TRUE
"110","@HeraldTribune @925studio @CityofSarasota @FLDEO @GSCC US TOO! R.I.P. to our nostrils. Hang in there.. ","1029709095891296256","9581122","everyone",FALSE,"en",2018-08-23 14:43:06,"1032639372842225666",FALSE,"Sarasota, Florida","https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg","http://t.co/nQUeAxZ5Ke","mysuncoast","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1",NA,"2007-10-21T15:57:27.000Z","ABC7 Sarasota",FALSE,0,0,1,0,0,67406,851,92087,693,"6942422","4ec01c9dbc693497","@HeraldTribune @925studio @CityofSarasota @FLDEO @GSCC US TOO! R.I.P. to our nostrils. Hang in there.",TRUE
"111","@925studio @CityofSarasota @FLDEO @HeraldTribune @mysuncoast We feel it over here at The Chamber, too... 🥺. ","1029709095891296256","16118251","everyone",FALSE,"en",2018-08-23 14:44:25,"1032639701700812800",FALSE,"Sarasota, Florida","https://pbs.twimg.com/profile_images/1334236259657584648/yb83nxH1_normal.jpg","https://t.co/NsT1ER1pC7","GSCC","The voice of business - creating bold opportunities and solutions for our community. #GSCC","1441435716760715264","2008-09-03T19:48:20.000Z","Sarasota Chamber",FALSE,0,0,1,0,0,10795,729,3313,224,"54435849",NA,"@925studio @CityofSarasota @FLDEO @HeraldTribune @mysuncoast We feel it over here at The Chamber, too... 🥺",TRUE
"112","Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom.  It is still going on down here and it makes me want to leave this corrupt state.    via @thenewspress. https   newspr es 2vxQU3f","1034520882633433089","72730937","everyone",FALSE,"en",2018-08-28 19:19:33,"1034520882633433089",FALSE,"Barefoot Beach","https://pbs.twimg.com/profile_images/700431968308080642/NBDZZtXC_normal.jpg","http://t.co/msnaVG4MYP","jabmyeyes","I have a weakness for Ethiopian coffee made in a French Press","1036300868868616194","2009-09-09T01:44:14.000Z","Jo Bordonaro",FALSE,0,0,0,0,0,71,244,2167,6,NA,NA,"Fort Myers, Cape Coral at center of two water quality tragedies – red tide and blue-green algal bloom.  It is still going on down here and it makes me want to leave this corrupt state.   https://t.co/4MqvbZMNRI via @thenewspress",FALSE
