"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","name","profile_image_url","verified","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","location","url","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"1","@AnthonyClose @TB_Times Surely there was county coverage of the Mar 14 reclaimed leak that sent 30,000g into the intercoastal? Or on Feb 23 when 20,000g of raw sewage was released into Belleair Creek? Or the Feb 9 wastewater release into Gulf? Or the raw sewage into a Largo storm drain on Feb 11? No?. ",FALSE,"241599125",2018-06-01 15:28:01,"en","1002572481440419841","everyone","1002386850978451462","Kevin King","https://pbs.twimg.com/profile_images/1621296607600807936/8IImTgfC_normal.jpg",FALSE,FALSE,"Livin' in the Sunshine ☀️ Dad to Casey🧒🏽 Survived 20 yrs. in politics & government 🏛️ Now in development 🏗️","KevCKing","2011-01-22T17:24:52.000Z",0,1,1,0,0,748,603,7473,23,"39611390",NA,"St. Petersburg, FL","https://t.co/yDsPEuZLzu",NA,"@AnthonyClose @TB_Times Surely there was county coverage of the Mar 14 reclaimed leak that sent 30,000g into the intercoastal? Or on Feb 23 when 20,000g of raw sewage was released into Belleair Creek? Or the Feb 9 wastewater release into Gulf? Or the raw sewage into a Largo storm drain on Feb 11? No?",FALSE
"2","#Florida #Pinellas #redtide #toxicalgea #SWFL #VisitFlorida #LoveFL What is being done to stop this devastating #watercrisis? #lakeokeechobee #bigsugar #fertislizer #wastewater is still discharged into rivers..., ocean. #FLGov #RedTideRick . https   twitter com SarahHollenbeck status 1042161755244429317",FALSE,"191081656",2018-09-19 05:05:54,"en","1042278587351674880","everyone","1042278587351674880","Maya N","https://pbs.twimg.com/profile_images/1420457009699303426/CJphqxSk_normal.jpg",FALSE,FALSE,"""Those who can make you believe absurdities, can make you commit attrocities."" ~Voltaire","Umightwant2know","2010-09-15T15:26:12.000Z",0,0,0,0,0,890,596,11116,29,NA,NA,"Swiss Native in Sarasota, FL",NA,NA,"#Florida #Pinellas #redtide #toxicalgea #SWFL #VisitFlorida #LoveFL What is being done to stop this devastating #watercrisis? #lakeokeechobee #bigsugar #fertislizer #wastewater is still discharged into rivers..., ocean. #FLGov #RedTideRick https://t.co/J7xA7WGqrx",FALSE
"3","RT @ComplCoastal: #Florida #Pinellas #redtide #toxicalgea #SWFL #VisitFlorida #LoveFL What is being done to stop this devastating #watercrisis? #lakeokeechobee #bigsugar #fertislizer #wastewater is still discharged into rivers..., ocean. #FLGov #RedTideR… . https   twitter com SarahHollenbeck status 1042161755244429317",FALSE,"823728782653550592",2018-09-19 05:54:27,"en","1042290803585036288","everyone","1042290803585036288","Kōkua Bottles","https://pbs.twimg.com/profile_images/850098674403168256/Ji0Y-gxx_normal.jpg",FALSE,FALSE,"Be the hero. Every purchase you make supplies a child in Haiti with clean water.","my_kokua","2017-01-24T03:07:00.000Z",0,0,1,0,0,1130,3166,30798,20,NA,NA,"Salt Lake City, UT","https://t.co/OGL4mOFwvS",NA,"RT @ComplCoastal: #Florida #Pinellas #redtide #toxicalgea #SWFL #VisitFlorida #LoveFL What is being done to stop this devastating #watercrisis? #lakeokeechobee #bigsugar #fertislizer #wastewater is still discharged into rivers..., ocean. #FLGov #RedTideR… https://t.co/bDkA3RyBVC",FALSE
"4","#WakeupFlorida You need a solution NOW! #Florida #lakeokeechobee #toxicalgea #wastewater discharges continue. This could potentially collapse an economy! READ HERE:  #RedTideRick #visitflorida #floridaliving #LoveFL #Sarasota #clearwaterbeach #sanibel #SWFL . https   nbc 2 com story 39115697 swfl mayors unite to fight added water release into caloosahatchee river. https   twitter com ComplCoastal status 1042550240136577024 photo 1",FALSE,"191081656",2018-09-19 23:05:21,"en","1042550240136577024","everyone","1042550240136577024","Maya N","https://pbs.twimg.com/profile_images/1420457009699303426/CJphqxSk_normal.jpg",FALSE,FALSE,"""Those who can make you believe absurdities, can make you commit attrocities."" ~Voltaire","Umightwant2know","2010-09-15T15:26:12.000Z",0,0,0,0,0,890,596,11116,29,NA,NA,"Swiss Native in Sarasota, FL",NA,NA,"#WakeupFlorida You need a solution NOW! #Florida #lakeokeechobee #toxicalgea #wastewater discharges continue. This could potentially collapse an economy! READ HERE: https://t.co/v6kQBFYrBi #RedTideRick #visitflorida #floridaliving #LoveFL #Sarasota #clearwaterbeach #sanibel #SWFL https://t.co/ZnY6mjXsIi",FALSE
"5","""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water.""  #DebateFlorida. https   www abcactionnews com news local news scientists suspect water spilling into gulf from lake okeechobee is intensifying the red tide crisis",FALSE,"17669628",2018-10-02 15:27:39,"en","1047146096512946176","everyone","1047146096512946176","Ben Sharpe","https://pbs.twimg.com/profile_images/1484728581804769281/PT2TxJSi_normal.jpg",FALSE,FALSE,"Run @evergreenstrat. Past: @NelsonForSenate, @SenBillNelson, @New_BlueDC, @FlaDems, @CATECOMM, @OFA. Opinions are my own, unless others share them.","iamsharpe","2008-11-27T04:29:43.000Z",2,1,4,0,0,5781,4373,71029,172,NA,NA,"Tallahassee, FL","https://t.co/bN0yx9bANs",NA,"""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water."" https://t.co/VdbNGSEMRQ #DebateFlorida",FALSE
"6","RT @iamsharpe: ""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water.""  #DebateFlorida. https   www abcactionnews com news local news scientists suspect water spilling into gulf from lake okeechobee is intensifying the red tide crisis",FALSE,"34093672",2018-10-02 16:39:22,"en","1047164147773964288","everyone","1047164147773964288","(((TallyAnnaE))) ☮️","https://pbs.twimg.com/profile_images/1590203573148712960/jRdhYIP3_normal.jpg",FALSE,FALSE,"Stayin Alive on Twitter
New account at https://t.co/nwUJAcKvQm, same handle
Staying on this dying bird as long as I can.","TallyAnnaE","2009-04-21T23:41:49.000Z",2,0,0,0,0,5479,6028,710833,8,NA,NA,"Florida, USA",NA,NA,"RT @iamsharpe: ""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water."" https://t.co/VdbNGSEMRQ #DebateFlorida",FALSE
"7","@iamsharpe Amazing. We have established a pretty direct causal connection between fertilizer and red tide, but nothing is done to solve the problem.. ",FALSE,"1260899268",2018-10-02 16:43:34,"en","1047165201345384448","everyone","1047146096512946176","Dave Milton","https://pbs.twimg.com/profile_images/1046849586206261248/IN_GlK1S_normal.jpg",FALSE,FALSE,"People are much more important than things.","davemiltonfl","2013-03-12T02:32:08.000Z",0,0,0,0,0,562,807,5347,19,"17669628","826997544802721794","Orlando, FL",NA,NA,"@iamsharpe Amazing. We have established a pretty direct causal connection between fertilizer and red tide, but nothing is done to solve the problem.",TRUE
"8","RT @iamsharpe: ""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water.""  #DebateFlorida. https   www abcactionnews com news local news scientists suspect water spilling into gulf from lake okeechobee is intensifying the red tide crisis",FALSE,"2868085976",2018-10-02 16:50:50,"en","1047167031840260096","everyone","1047167031840260096","Sean Cooley","https://pbs.twimg.com/profile_images/1583927147802009600/jt_sqVyn_normal.jpg",FALSE,FALSE,"Twin dad. @SFWMD comms/public affairs director. Saving America’s Everglades, providing water to millions, and protecting SoFla from flooding. 🇺🇸 ✝️ My views.","SeanACooley","2014-10-20T20:25:03.000Z",2,0,0,0,0,1379,3318,3927,19,NA,NA,"West Palm Beach, FL",NA,NA,"RT @iamsharpe: ""Scientists already have ample proof that red tide, which began in October 2017 and stretches more than 135 miles from Collier County to Pinellas County, continues to grow by feasting on fertilizer contaminating the water."" https://t.co/VdbNGSEMRQ #DebateFlorida",FALSE
"9","@IvotedT @ScottforFlorida I was just thinking of going to Clearwater beach tomorrow but I forgot the fuckin red tide and all the shit chemicals leaking out from Sarasota. We need a MAGA senator.... ",FALSE,"959459507813408768",2018-10-21 01:05:11,"en","1053814420814598146","everyone","1053796506166276096","ToughGrandpa","https://pbs.twimg.com/profile_images/1097294553638465536/ol112OUp_normal.png",FALSE,FALSE,"De-occultist, white hat, teacher","ToughGrandpa","2018-02-02T16:12:27.000Z",0,0,0,0,0,150,402,3487,0,"847927252444688384",NA,"Parts Unknown",NA,NA,"@IvotedT @ScottforFlorida I was just thinking of going to Clearwater beach tomorrow but I forgot the fuckin red tide and all the shit chemicals leaking out from Sarasota. We need a MAGA senator...",FALSE
"10","In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills",FALSE,"1088196428961406976",2019-02-25 00:00:28,"en","1099821394425270272","everyone","1099821394425270272","American Water Security Project","https://pbs.twimg.com/profile_images/1088562451866501120/isA81Jbq_normal.jpg",FALSE,FALSE,"Promoting the need for #sewage and #wastewater #infrastructure upgrades and repairs, #ethical treatment of wastewater, and protection of our nation's waters","awsproject","2019-01-23T22:07:01.000Z",1,0,2,0,0,92,95,1368,1,NA,NA,NA,"https://t.co/AR8sz1dyFZ",NA,"In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage",FALSE
"11","RT @awsproject: In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay  #tampa #stpete #clearwater #sewage. https   wusfnews wusf usf edu environment 2018 12 25 report 3 florida cities responsible for wastewater spills",FALSE,"121962605",2019-02-25 00:54:49,"en","1099835071115288576","everyone","1099835071115288576","Texan for the Resistance","https://pbs.twimg.com/profile_images/1279257856450211840/qdYT02PU_normal.jpg",FALSE,FALSE,"Single father of 3: Human #resister #impeachtrump #republicanforbiden (Tomorrow there will be more of us) #publiclands and #oceans advocate","BrandonShuler","2010-03-11T04:43:24.000Z",1,0,0,0,0,662,783,10053,21,NA,NA,"St. Petersburg, Florida",NA,NA,"RT @awsproject: In the past three years, more than 1 billion gallons (3.8 billion liters) of #wastewater has been dumped in the Tampa - St Pete - Clearwater area, and much of it made it into Tampa Bay https://t.co/DkEkBwTDuR #tampa #stpete #clearwater #sewage",FALSE
"12","Residents are invited to hear Pinellas County's action plan to prevent wastewater treatment facilities from overflowing into waterways. . https   patch com florida pinellasbeaches could 2019 hurricane season dump more sewage tampa bay",FALSE,"163514851",2019-05-22 19:49:51,"en","1131286067968139264","everyone","1131286067968139264","Pinellas Patch","https://pbs.twimg.com/profile_images/974301343379742720/SdlNZLWh_normal.jpg",FALSE,FALSE,"Local news, alerts, events and more. We're your source for all things Pinellas.","PinellasPatch","2010-07-06T16:24:18.000Z",0,0,0,0,0,370,71,10664,22,NA,NA,"Pinellas Park, FL","https://t.co/MFlN6JYAKa",NA,"Residents are invited to hear Pinellas County's action plan to prevent wastewater treatment facilities from overflowing into waterways. https://t.co/F24e7LxR4t",FALSE
"13","UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"17308428",2021-04-03 21:57:42,"en","1378466765248868353","everyone","1378466765248868353","Spectrum Bay News 9","https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg",TRUE,FALSE,"Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.","BN9","2008-11-11T12:03:53.000Z",76,8,59,7,0,384373,446,145387,1755,NA,NA,"Tampa Bay area","http://t.co/j3OZJEwDmE",NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"14","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"736043144",2021-04-03 21:57:55,"en","1378466821431525378","everyone","1378466821431525378","Gender: loverboy","https://pbs.twimg.com/profile_images/1506344035727908875/2YsHHM20_normal.jpg",FALSE,FALSE,"Jesse | he/they | Professional Goodyear Blimp Enthusiast","failssafe","2012-08-04T03:58:57.000Z",76,0,0,0,0,191,582,17003,0,NA,"1562945723682803712","Chernobyl","https://t.co/ck4yb08iMI",NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"15","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"18066812",2021-04-03 21:57:55,"en","1378466821242818570","everyone","1378466821242818570","Mimi","https://pbs.twimg.com/profile_images/1445053744769601546/ox6gXy0d_normal.jpg",FALSE,FALSE,"There's something happening here.....#LeftIsBest #BLM #M4A","jrzygirlinfla","2008-12-12T01:51:20.000Z",76,0,0,0,0,5061,5500,121314,110,NA,"1495887186444570627","Tampa Bay",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"16","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"1697941573",2021-04-03 21:59:04,"en","1378467112251981828","everyone","1378467112251981828","TF","https://pbs.twimg.com/profile_images/1542692194884141056/b_paUVij_normal.jpg",FALSE,FALSE,"","yypHarmony","2013-08-25T02:13:20.000Z",76,0,0,0,0,81,1784,21764,0,NA,NA,NA,NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"17","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"2957626130",2021-04-03 22:02:22,"en","1378467942153740290","everyone","1378467942153740290","Go Bolts!","https://pbs.twimg.com/profile_images/1333118720319893506/uzXggW2s_normal.jpg",FALSE,FALSE,"#GoBolts | Defender of the TRUE Cuban sandwich (*with* salami) | Blocked by many, but I don't block. |  #BillsMafia","boltsfan954","2015-01-03T19:25:05.000Z",76,0,0,0,0,210,288,46327,2,NA,"593856618116284417","Bradenton, FL","https://t.co/9AyYZrwaKu",NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"18","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"23024891",2021-04-03 22:03:32,"en","1378468235159474184","everyone","1378468235159474184","JS™","https://pbs.twimg.com/profile_images/1356119699730411520/QTtDdO40_normal.jpg",FALSE,FALSE,"I do NOT shut up!
Truth Social - @1chordwonder

Calling out #MSM #PublicOfficials #Perverts #Abusers #Greed #Apathy #LookAlikes #TunnelDwellers","1ChordWonder","2009-03-06T03:39:03.000Z",76,0,0,0,0,3538,3547,186360,31,NA,"1149535945533710336","USA",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"19","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"339783657",2021-04-03 22:26:36,"en","1378474041170874368","everyone","1378474041170874368","Mike Fasano","https://pbs.twimg.com/profile_images/1453728107/Fasano_best_normal.jpg",FALSE,FALSE,"Pasco County Tax Collector  mfasano@pascotaxes.com","fasanomike","2011-07-21T17:09:01.000Z",76,0,0,0,0,4477,820,19300,106,NA,NA,"Pasco County","http://t.co/l83XCHBrop",NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"20","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",TRUE,"1141174632676057090",2021-04-03 22:27:12,"en","1378474190857248771","everyone","1378474190857248771","🔻Anarcho-Catgirlism 🏴🏳️‍🌈","https://pbs.twimg.com/profile_images/1501538330277781506/YXVX9nsd_normal.jpg",FALSE,FALSE,"AnCom. Armed and Cuddly. Bi Poly Trans Femby Thembo, 28. They/them. Not gay as in happy, but queer as in fuck you. Oft NSFW. Black & Brown Lives Matter. ACAB 🔞","practical_prole","2019-06-19T02:43:29.000Z",76,0,0,0,0,151,175,3764,0,NA,"1382735426645991429","Horny Jail, OR",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"21","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"95339796",2021-04-03 22:30:52,"en","1378475114220650500","everyone","1378475114220650500","CindyQwho","https://pbs.twimg.com/profile_images/1398111955760652292/6DjukqIl_normal.jpg",FALSE,FALSE,"I AM a Child of GOD
“But I have raised you up for this very purpose, that I might show you my power & that my name might be proclaimed in all the earth” Ex9:16","CindyRules","2009-12-08T03:13:04.000Z",76,0,0,0,0,3126,5007,84479,8,NA,NA,NA,NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"22","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"14526445",2021-04-03 22:35:41,"en","1378476326336786434","everyone","1378476326336786434","Denise O'Berry","https://pbs.twimg.com/profile_images/1575172834468454401/-pnIVzQn_normal.jpg",FALSE,FALSE,"📌 Entrepreneur, author, small business expert. Tired of Twitter toxicity? Join me on POST at https://t.co/OnRMZ8qmVO","deniseoberry","2008-04-25T13:48:13.000Z",76,0,0,0,0,19349,767,96179,495,NA,NA,"Bristol TN","https://t.co/uoB0ZGBJNJ",NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"23","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"37486774",2021-04-03 22:40:16,"en","1378477477002149890","everyone","1378477477002149890","Charlie Justice","https://pbs.twimg.com/profile_images/1606397788992020483/7JaN06X1_normal.jpg",FALSE,FALSE,"Personal acct of Charlie Justice.","VoteJustice","2009-05-03T19:53:27.000Z",76,0,0,0,0,2063,1646,17785,82,NA,NA,"Pinellas County, FL",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"24","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"18471312",2021-04-03 22:40:45,"en","1378477598636789762","everyone","1378477598636789762","Ｇｉｒｌ Ｆｕｔｕｒｉｓｔ 🌻🇺🇦🇺🇸🇫🇷🌎","https://pbs.twimg.com/profile_images/1500959774011125760/-PyPsVWD_normal.jpg",FALSE,FALSE,"5xVaxxed 😷, artist w/ an MBA, dual American/French citizen. Futurist. Seeker of wisdom. Politics, green stuff, smart people. Art tweets at @GirlFuturistArt","GirlFuturist","2008-12-30T05:53:29.000Z",76,0,0,0,0,3971,2001,294285,518,NA,"1621726386955382784","Boise, USA",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"25","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"559662246",2021-04-03 22:45:13,"en","1378478725961019394","everyone","1378478725961019394","StormTrackerJoe","https://pbs.twimg.com/profile_images/1137914301459701762/BzmRnFoy_normal.jpg",FALSE,FALSE,"Native Floridian swamp boy who loves storms... I survived Hurricane Ian (Irma, Jeanne, Charley & Elena too). Volunteer SKYWARN storm spotter.","StormTrackerJoe","2012-04-21T14:17:19.000Z",76,0,0,0,0,596,559,8117,42,NA,"1295205044615348224","St Petersburg, FL",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"26","Call it what it is @GovRonDeSantis! It's not mixed saltwater, it's toxic wastewater that threatens all life land and sea!

State of Emergency Extended to Hillsborough, Pinellas Counties Over Phosphate Plant Collapse, Leak . https   www baynews9 com share fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"2491861332",2021-04-03 22:45:26,"en","1378478778247172098","everyone","1378478778247172098","Greg Rodgers II -- 🌊🌊 🏳️‍🌈🇺🇲🌴🌎💙","https://pbs.twimg.com/profile_images/1140690276723433474/0kbIGfTl_normal.jpg",FALSE,FALSE,"West Coast born and raised and with now East Coast pizazz!    AZ ➡️ NC ➡️ FL = 🏡
(he/him)","GreginFlorida","2014-05-12T19:27:52.000Z",0,0,0,0,0,1117,1674,5807,0,NA,NA,"Clearwater, FL",NA,NA,"Call it what it is @GovRonDeSantis! It's not mixed saltwater, it's toxic wastewater that threatens all life land and sea!

State of Emergency Extended to Hillsborough, Pinellas Counties Over Phosphate Plant Collapse, Leak https://t.co/aWkuYT98F2",FALSE
"27","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"346065447",2021-04-03 22:47:55,"en","1378479405937397762","everyone","1378479405937397762","David Webber","https://pbs.twimg.com/profile_images/1284636167535824896/-IeI0ASa_normal.jpg",FALSE,FALSE,"@cassyhii ❤💕😻 Cookie and Carly 🐶💛","Webber933","2011-07-31T17:26:14.000Z",76,0,0,0,0,430,3675,6110,1,NA,"1379445020693037057","Tampa, FL",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"28","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"4913417736",2021-04-03 23:01:35,"en","1378482842825527298","everyone","1378482842825527298","Dawnie123","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,FALSE,"","antinori123","2016-02-16T00:44:52.000Z",76,0,0,0,0,25,164,272,2,NA,NA,"Florida, USA",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"29","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"1066106491583766531",2021-04-03 23:02:43,"en","1378483129929887746","everyone","1378483129929887746","Annie Banannie","https://pbs.twimg.com/profile_images/1199674432580665345/NzjfYxTv_normal.jpg",FALSE,FALSE,"","IckesJanice","2018-11-23T23:09:29.000Z",76,0,0,0,0,514,472,56399,0,NA,NA,NA,NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"30","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"62009570",2021-04-03 23:08:18,"en","1378484533809516544","everyone","1378484533809516544","Rick Kriseman","https://pbs.twimg.com/profile_images/1479660818409082890/kB9c4BD4_normal.jpg",FALSE,FALSE,"Citizen. Dad. Husband. 53rd Mayor of St. Petersburg, Florida. Former state legislator, city councilman.","Kriseman","2009-08-01T10:35:16.000Z",76,0,0,0,0,22380,483,20545,333,NA,"1478363364938207232","St Petersburg, FL",NA,NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
"31","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. . https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay",FALSE,"1277727553202110467",2021-04-03 23:08:28,"en","1378484577665228803","everyone","1378484577665228803","Vote Decent People In to Office 🏴‍☠️💚","https://pbs.twimg.com/profile_images/1594779099259670529/dGzcIi6W_normal.jpg",FALSE,FALSE,"It’s only a democracy if you participate ✊🏿✊🏾✊🏽✊🏼✊🏻#BreonnaTaylor #BlackTransLivesMatter Justice At Fort Hood #JusticeForElijahMcClain #PardonRealityWinner","VoteForChanges","2020-06-29T22:16:52.000Z",76,0,0,0,0,2381,2795,322777,7,NA,"1409656221682921472","@TheRagtagBand","https://t.co/G0l625EUIB",NA,"RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q",FALSE
