"","text","lang","created_at.x","author_id","possibly_sensitive","reply_settings","id","conversation_id","in_reply_to_user_id","name","protected","created_at.y","description","verified","username","profile_image_url","location","pinned_tweet_id","url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"1","@msnbc Get Hugh Hewitt off the channel Trump could take a shit on the pope and Hugh would spin it in trumps favor Hugh thinks Oil spills on the Jersey Shore Cape Cod Myrtle Beach Miami Tampa etc.. is a great thing since we should be going after more fossil fuels #FuckingBackwards. ","en",2018-01-05 18:50:14,"30362684",FALSE,"everyone","949352356436725760","949352356436725760","2836421","John Barber",FALSE,"2009-04-11T01:21:18.000Z","Survived 12 years of catholic hell Atheist -Healthcare is a Right - RESIST #theresistance Vaccinated 3xBoosted 
Putin is a War Criminal / The GOP are Hypocrites",FALSE,"jonrob718","https://pbs.twimg.com/profile_images/967680467116920832/O0fb_0rK_normal.jpg","#fromtheBoro #Freehold #SoulSurfer #Springsteen #NYJets #NYMets",NA,NA,NA,0,0,0,0,0,2487,4831,62635,16,"@msnbc Get Hugh Hewitt off the channel Trump could take a shit on the pope and Hugh would spin it in trumps favor Hugh thinks Oil spills on the Jersey Shore Cape Cod Myrtle Beach Miami Tampa etc.. is a great thing since we should be going after more fossil fuels #FuckingBackwards",FALSE
"2","buyers or sellers: tampa bay lightning

my verdict: buyers

yzerman could be active to acquire a dman before the trade deadline as they look to go all in this year. the lightning have been leaking oil as of late and an acquisition could be a shot in the arm.. ","en",2018-02-21 02:03:02,"833574154070695936",FALSE,"everyone","966131116523511808","966131116523511808",NA,"Rob Eymann",FALSE,"2017-02-20T07:09:00.000Z","follower of sharks and giants and game show geek!!",FALSE,"robeymann","https://pbs.twimg.com/profile_images/1345938896941551616/DRHh7PZs_normal.png","Fresno, CA","885379948571107328","https://t.co/PXfAU215lf",NA,0,0,0,0,0,150,298,7949,1,"buyers or sellers: tampa bay lightning

my verdict: buyers

yzerman could be active to acquire a dman before the trade deadline as they look to go all in this year. the lightning have been leaking oil as of late and an acquisition could be a shot in the arm.",FALSE
"3","Tampa Bay ran their goalie into the ground and leaking oil to the finish. . https   twitter com frank_seravalli status 979536561472786432","en",2018-03-30 01:55:47,"2814208911",FALSE,"everyone","979537642088992768","979537642088992768",NA,"Nash™️",FALSE,"2014-10-07T14:38:28.000Z","“The Most Interesting Fan in the World”©️ Live tweeting sports & politics.",FALSE,"nashvegas__","https://pbs.twimg.com/profile_images/1096132566384549888/egT_IpLB_normal.jpg","The South","1612661335279689730",NA,NA,1,0,1,0,0,2279,1689,54517,30,"Tampa Bay ran their goalie into the ground and leaking oil to the finish. https://t.co/ub1mdv0Gow",FALSE
"4","@BlairKing_ca @GasBuddyDan I travelled the coast all the way from huston to tampa bay and there was no sign of any oil  from the BP spill so i think this is being blown out of proportion. By paid activests by US interests.. ","en",2018-04-20 06:59:28,"939352243051958273",FALSE,"everyone","987224213508390913","987062448183173120","451083151","Bernard Parsons",FALSE,"2017-12-09T04:33:21.000Z","",FALSE,"BPR1954","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA,NA,NA,0,0,2,0,0,51,257,8282,2,"@BlairKing_ca @GasBuddyDan I travelled the coast all the way from huston to tampa bay and there was no sign of any oil  from the BP spill so i think this is being blown out of proportion. By paid activests by US interests.",FALSE
"5","@qahootz I was raised in oil spill haz mat cleanup you can watch me on tampa bay past spills growing up cleaning oils off beaches I did all the major ones I specialize in high pressure water blasting vac trucks facility maintenance  matt bell I worked with bp deep horizons topman. ","en",2018-06-01 03:49:29,"998205806561636352",FALSE,"everyone","1002396692250091521","1002396692250091521","923051605","Brian TRennert",FALSE,"2018-05-20T14:16:24.000Z","Environmental industrial engineering banks fail people fail when banks fail twice people die",FALSE,"BTrennert","https://pbs.twimg.com/profile_images/1001988041018368000/U5aR_12O_normal.jpg","Lost in my mind social experiment Trump",NA,NA,NA,0,0,0,0,0,12,64,423,0,"@qahootz I was raised in oil spill haz mat cleanup you can watch me on tampa bay past spills growing up cleaning oils off beaches I did all the major ones I specialize in high pressure water blasting vac trucks facility maintenance  matt bell I worked with bp deep horizons topman",FALSE
"6","TAMPA — After the 2010 Deepwater Horizon disaster spilled millions of gallons of oil into the Gulf of Mexico, a pair of federal wildlife agencies agreed to re-assess the environmental impact of offshore energy production in…  via  . http   ww25 fxmb info QY5hQV. http   earthcentral org. https   twitter com EarthDefendah status 1009927723660144641 photo 1","en",2018-06-21 22:35:07,"267639713",FALSE,"everyone","1009927723660144641","1009927723660144641",NA,"EarthMatter",FALSE,"2011-03-17T08:37:49.000Z","Earth Warrior #GREEN #EARTH! NEWS Vigil! http://t.co/Ov5vuAJldh",FALSE,"EarthDefendah","https://pbs.twimg.com/profile_images/1373234477/EndPig_normal.JPG","Islington Angel ","891934199644651520","https://t.co/PtnB3FP5fZ",NA,0,0,0,1,0,11607,6071,335557,1050,"TAMPA — After the 2010 Deepwater Horizon disaster spilled millions of gallons of oil into the Gulf of Mexico, a pair of federal wildlife agencies agreed to re-assess the environmental impact of offshore energy production in… https://t.co/BA4qADLWFh via https://t.co/V94GbS7WBr https://t.co/mXU74PidF2",FALSE
"7","Tampa News Florida Awards Grants From Gulf Oil Spill Settlement - U.S. News &amp; World Report . https   news google com home","en",2018-07-23 09:43:50,"213895894",FALSE,"everyone","1021330036169662464","1021330036169662464",NA,"Tampa NewsChannel",FALSE,"2010-11-10T01:45:00.000Z","Updated Tampa news,sports,
weather,entertainment,politics
and business information.",FALSE,"Tampa_NC","https://pbs.twimg.com/profile_images/664565240718225408/R8vvlI4y_normal.jpg","Tampa, FL",NA,"http://t.co/D4cEUWUxVe",NA,0,0,0,0,0,383,42,47588,17,"Tampa News Florida Awards Grants From Gulf Oil Spill Settlement - U.S. News &amp; World Report https://t.co/qtcACgfkwA",FALSE
"8","August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history. ","en",2018-08-11 03:13:09,"91426983",FALSE,"everyone","1028117085669482496","1028117085669482496",NA,"Today In History",FALSE,"2009-11-20T21:14:41.000Z","So, what happened on this day in the past?",FALSE,"Yesterday_Today","https://pbs.twimg.com/profile_images/536088883/titanic_normal.jpg","World Wide",NA,NA,NA,1,0,3,0,0,42580,682,84273,715,"August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history",FALSE
"9","RT @Yesterday_Today: August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history. ","en",2018-08-11 03:35:54,"1065487627",FALSE,"everyone","1028122811716575237","1028122811716575237",NA,"Peter Tolladay",FALSE,"2013-01-06T11:39:48.000Z","Author with a passion for writing historical fiction and thrillers. Love mountains and sailing but age gets to us all. peter.admin@gegdi.com DM's not a problem",FALSE,"PeterTolladay","https://pbs.twimg.com/profile_images/3072875574/356eea3f97c52bd56e86e628cfc75ec0_normal.jpeg",NA,"1623783041826004993",NA,NA,1,0,0,0,0,8760,8637,98187,577,"RT @Yesterday_Today: August 10 - 1993: U.S. - two fuel barges and a phosphate freighter collided in Tampa Bay, Florida, causing a fire and spilling 336,000 gallons of fuel oil. #history",FALSE
"10","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-23 14:51:17,"38161540",FALSE,"everyone","1032641430806769669","1032641430806769669",NA,"Sandra Bundy",FALSE,"2009-05-06T11:49:53.000Z","Creekgirl in South  Carolina. #ProtectOurCoast #ClimateEmergency #UniteBehindTheScience",FALSE,"SandraBundy","https://pbs.twimg.com/profile_images/1468776486232600580/xuTj84eQ_normal.jpg","MISC","1491502456479625218",NA,NA,0,0,1,0,0,7122,7827,39625,30,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/tiau3bILLi",FALSE
"11","From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 03:10:06,"30710984",FALSE,"everyone","1032827362113728514","1032827362113728514",NA,"Queeg Rides Again",FALSE,"2009-04-12T20:05:42.000Z","The Mighty Queeg has polished his balls and is ready for battle.",FALSE,"QueegRides","https://pbs.twimg.com/profile_images/1575703602030575624/8JJOGC7W_normal.jpg","Mississippi River, LA",NA,NA,NA,1,0,0,0,0,1945,3098,58463,209,"From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? https://t.co/pwgwMeMfkb",FALSE
"12","RT @RealCoastal: From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 05:42:29,"273683993",FALSE,"everyone","1032865709989097473","1032865709989097473",NA,"Blue Buddha ブルー仏レディー",FALSE,"2011-03-28T23:50:03.000Z","Art/conservation, traditional/digital animation; interested in art & science conjunction.",FALSE,"Blubdha","https://pbs.twimg.com/profile_images/434577773063987200/knpB0nfu_normal.jpeg","unceded territory Coast Salish xʷməθk'̓wəym (Musqueam) Skwxwu'́7mesh (Squamish) Stó:lō &   Sə'li'lwətaʔ/Səlilwittulh̓ (Tsleil- Waututh)",NA,NA,NA,1,0,0,0,0,3628,4992,624774,522,"RT @RealCoastal: From 2013 when it was discovered that #BP's #oil, which they said never hit #Florida, showed up on the shelf off #Tampa Bay... and lots of it.  Coincidence the environment in that entire area has now tanked? https://t.co/pwgwMeMfkb",FALSE
"13","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 12:01:25,"1390353643",FALSE,"everyone","1032961072679059457","1032961072679059457",NA,"Maureen O'Brien",FALSE,"2013-04-29T19:57:46.000Z","🇮🇪 🇺🇸",FALSE,"boru2308","https://pbs.twimg.com/profile_images/833047773931065345/EZP7haD9_normal.jpg","County Cork",NA,NA,NA,0,0,1,0,0,2635,4651,37859,2,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/Y4ArZZPRbb",FALSE
"14","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 18:07:03,"36078030",FALSE,"everyone","1033053087282458624","1033053087282458624",NA,"Sandi Lee",FALSE,"2009-04-28T14:28:20.000Z","Blocked by @RepLeeZeldin @LeeZeldin #FBR 
 #BLM #TW   #TrumpTraitor #Resist #MeToo #EnoughIsEnough #NY1 #FlipNY1  #BidenHarris #InsurrectionHasConsequences",FALSE,"mippy56","https://pbs.twimg.com/profile_images/848891907136786432/7_4qnBcD_normal.jpg",NA,"1526698648167403521",NA,NA,0,0,0,0,0,3847,4706,65439,1,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/QyCxWGHWUB",FALSE
"15","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 19:48:42,"115888296",FALSE,"everyone","1033078666224386048","1033078666224386048",NA,"ZoilaTheImperfect",FALSE,"2010-02-20T09:31:31.000Z","foul-mouthed,  homeschooling, aspie x4,  artist, coffee chugging, tequila drinking kinda woman. Fallow me & I will fallow back",FALSE,"ZtheImperfect","https://pbs.twimg.com/profile_images/936090482001707008/Eg_Fzx9L_normal.jpg","Hampton, VA",NA,NA,NA,0,0,0,0,0,598,1195,39035,24,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/04K48dbhsl",FALSE
"16","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 21:22:54,"2707483466",FALSE,"everyone","1033102373034455040","1033102373034455040",NA,"Ray🥨",FALSE,"2014-08-04T21:21:42.000Z","RUN LOLITA (Tokitae) song of captive orca in Miami Sea Aquarium https://t.co/OvILpfdy1s",FALSE,"muchoray","https://pbs.twimg.com/profile_images/697715624928083969/9FQSUOOo_normal.jpg","Murrieta, CA","1499671546457038852","https://t.co/OvILpfdy1s",NA,0,0,0,0,0,5609,6161,190969,178,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/HkTVlRW08C",FALSE
"17","#Oil from #BP spill pushed onto shelf off #TampaBay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 23:20:12,"439520177",FALSE,"everyone","1033131894207074305","1033131894207074305",NA,"draakje",FALSE,"2011-12-17T21:58:26.000Z","Truth - Information&Education - Sea Shepherd - Defending Ocean - Earth - Animals/Marine Mammals - Vegan",FALSE,"1draakje","https://pbs.twimg.com/profile_images/1698997960/pwflanai5_1__normal.jpg",NA,NA,NA,NA,0,0,0,0,0,2266,2179,74717,161,"#Oil from #BP spill pushed onto shelf off #TampaBay by underwater currents, study finds https://t.co/0qwQ88t8bx",FALSE
"18","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-24 23:41:22,"403972679",FALSE,"everyone","1033137219886899200","1033137219886899200",NA,"One World",FALSE,"2011-11-03T08:05:07.000Z","An organization focused on the conservation efforts of exotic and endangered species, both in captivity and the wild. Retweets & follows are not endorsments.",FALSE,"OWCofficial","https://pbs.twimg.com/profile_images/716482920278405120/7V69lTQs_normal.jpg","San Antonio, TX",NA,"http://t.co/OC6WT7Bw64",NA,0,0,1,0,0,1452,928,6536,26,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/6jjA38ytev",FALSE
"19","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-26 19:47:10,"379065429",FALSE,"everyone","1033803056293470209","1033803056293470209",NA,"OccupyYoungstown",FALSE,"2011-09-24T09:19:55.000Z","OY in solidarity #OWS addresses injustice, govt transparency, inequality & economic crisis https://t.co/2ChLISSfyb…",FALSE,"OccupyYtown","https://pbs.twimg.com/profile_images/1579166392/shorty_normal.jpg","Youngstown, Ohio","1175063242349129728","https://t.co/Y6nPMS72q0",NA,0,0,0,0,0,6695,983,71714,236,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/wY3Y5Mq2WP",FALSE
"20","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-26 19:47:21,"1148305603",FALSE,"everyone","1033803101013139456","1033803101013139456",NA,"Patti Gorcheff",FALSE,"2013-02-04T15:27:22.000Z","Activist and member of http://t.co/v0J6V42b based in Youngstown Ohio.Fighting to protect our children  from the devastation fracking is causing  this planet.",FALSE,"GorcheffP","https://pbs.twimg.com/profile_images/3207316498/e2d7d91c904b0378ff71443eec29e82f_normal.jpeg",NA,NA,NA,NA,0,0,0,0,0,148,135,26337,9,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/9zloJQownj",FALSE
"21","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-26 20:10:05,"2825665092",FALSE,"everyone","1033808822069022720","1033808822069022720",NA,"People For Oceans",FALSE,"2014-09-22T05:52:33.000Z","Getting a community of people together to bring awareness, and help to stop the slaughter and captivity of marine animals.",FALSE,"People4Oceans","https://pbs.twimg.com/profile_images/555548999751462912/PfjkFbOf_normal.jpeg","Planet Earth",NA,"https://t.co/sbtbE1Rt09",NA,1,0,0,0,0,4555,3788,6939,40,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/FNErzRwAPu",FALSE
"22","RT @People4Oceans: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-26 20:16:29,"1578481189",FALSE,"everyone","1033810433986232327","1033810433986232327",NA,"Joanna Lynn",FALSE,"2013-07-08T19:38:12.000Z","LOUD voice for the VOICELESS!  Against animal cruelty/killing/& neglect. Vegetarian. Writer. Pet owner. IQ 132  https://t.co/AayrUlsFFE.…",FALSE,"FlyGirl172s","https://pbs.twimg.com/profile_images/618164357638127617/0aBBuq2h_normal.jpg","Florida, USA","1212870600416477184","https://t.co/hSyFcrYMXs",NA,1,0,0,0,0,1383,1762,23723,29,"RT @People4Oceans: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/FNErzRwAPu",FALSE
"23","As a scientist..we're so frustrated. Politics and funding prevents the truth from finding its way out to the public. Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-26 21:35:38,"743758458",FALSE,"everyone","1033830354157821952","1033830354157821952",NA,"Morgan Knowles",FALSE,"2012-08-07T21:16:55.000Z","M.S. Marine Biologist. Educator Mermaid. Surfer. Diver. Dog lover. Musician. Twin. Creative Being",FALSE,"mo_seas_","https://pbs.twimg.com/profile_images/822182360959434753/gT2gG1lF_normal.jpg","Atlantic Ocean",NA,"https://t.co/ZJXtJgzFzH",NA,0,0,0,0,0,139,455,1572,10,"As a scientist..we're so frustrated. Politics and funding prevents the truth from finding its way out to the public. Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/8CpsAaBhM5",FALSE
"24","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-28 10:58:07,"34308223",FALSE,"everyone","1034394691750506497","1034394691750506497",NA,"Carl Howard",FALSE,"2009-04-22T15:52:13.000Z","Pertain to your Babyin' Realmnh!",FALSE,"litlgrey","https://pbs.twimg.com/profile_images/890954039755714560/T0NGbKaV_normal.jpg","Employment Statistic",NA,"https://t.co/UHhIkuTOyp",NA,0,0,0,0,0,389,1851,506472,9,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/NzA2KRXw66",FALSE
"25","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 01:31:09,"3331803213",FALSE,"everyone","1034614396969000960","1034614396969000960",NA,"Aldona",FALSE,"2015-06-17T22:18:38.000Z","",FALSE,"ambercat7","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA,NA,NA,0,0,0,0,0,413,2753,56446,106,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/bKeDVdqgvN",FALSE
"26","#BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

. https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 13:40:06,"986938220742152193",FALSE,"everyone","1034797845373759488","1034797845373759488",NA,"Tamlyn of GAEA",FALSE,"2018-04-19T12:03:03.000Z","#NGO #Nonprofit #Allies

#EnvironmentalJustice cannot be separated from #HumanRights

501(c)3 82-4603936

Whitepaper is a plan for a #UBI & #Reparations",FALSE,"GAEA_Corp","https://pbs.twimg.com/profile_images/1036560598488702976/oFzIg3jW_normal.jpg","United States",NA,"https://t.co/9BEZzC3pXg",NA,1,0,2,0,0,839,2854,2387,5,"#BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

https://t.co/X9V3MeAHe6",FALSE
"27","RT @GAEA_Corp: #BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

. https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 14:09:12,"1619766769",FALSE,"everyone","1034805166216605697","1034805166216605697",NA,"richard bell and nikki",FALSE,"2013-07-25T07:43:06.000Z","retired old fisherman",FALSE,"richardbell235","https://pbs.twimg.com/profile_images/1244268096522575873/Ctx0x2Rv_normal.jpg","Calgary Alberta",NA,NA,NA,1,0,0,0,0,455,1081,18970,31,"RT @GAEA_Corp: #BPSpill is still wrecking #TheGulfOfMexico, #Louisiana Coast #Florida and the #FloribamaShore #WednesdayWisdom #SaveOurSeas #Ecosystems #Pollution 

https://t.co/X9V3MeAHe6",FALSE
"28","Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:08:25,"135060958",FALSE,"everyone","1034820068511764483","1034820068511764483",NA,"Josh Fox ✡️",FALSE,"2010-04-20T06:42:23.000Z","Oscar-nominee. Emmy winner. director of GASLAND, THE TRUTH HAS CHANGED, HOW TO LET GO OF THE WORLD,AWAKE. also @joshfoxfilm on Instagram . #banfracking!",TRUE,"joshfoxfilm","https://pbs.twimg.com/profile_images/1304087637037404161/hPxGmGlY_normal.jpg","Brooklyn, NY & New Orleans, LA","1620139306554884096","https://t.co/xxk63MPf09",NA,11,0,6,0,0,59118,3887,70028,1434,"Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"29","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:08:41,"734430509288263680",FALSE,"everyone","1034820138321825793","1034820138321825793",NA,"After Oil Series",FALSE,"2016-05-22T17:07:33.000Z","In a world five years AFTER OIL, can Briar and her girlfriend Sarah save their town? #LGBTQrep 🏳️‍🌈 Dir by @ShaiCotten and @JessicaNaftaly",FALSE,"afteroilseries","https://pbs.twimg.com/profile_images/1007450326385844224/ATZLQc3t_normal.jpg","New York, USA","1025180924407939072","https://t.co/HSr64TVSbl",NA,11,0,0,0,0,125,0,795,3,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"30","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:08:43,"916015667425550338",FALSE,"everyone","1034820147457019905","1034820147457019905",NA,"A Lawyer",FALSE,"2017-10-05T19:02:08.000Z","Surviving the Storm is Enough. You Shouldn't Have to Fight Your Insurance Company Too. My personal opinions - not the firm. She/her but answer to “Sir.”",FALSE,"mtlawmiami","https://pbs.twimg.com/profile_images/1092947739384651777/BBWnwUqp_normal.jpg","Miami, FL","916076567650095104","https://t.co/ashiG7JIme",NA,11,0,0,0,0,3142,4999,253896,28,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"31","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:08:52,"70351584",FALSE,"everyone","1034820182550736896","1034820182550736896",NA,"Gerard Dupin",FALSE,"2009-08-31T09:11:11.000Z","Consultant Telecom & Environment",FALSE,"GerardDupin","https://pbs.twimg.com/profile_images/643559694519263232/4pIP7kMG_normal.png","Paris","1576557246397308928","https://t.co/IlPkbdgfpN",NA,11,0,0,0,0,3047,5000,116553,361,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"32","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:08:54,"1661531",FALSE,"everyone","1034820190972899330","1034820190972899330",NA,"archaebadger",FALSE,"2007-03-20T19:17:00.000Z","books, music, comics, birds, plants",FALSE,"orbis_quintus","https://pbs.twimg.com/profile_images/1560964318656663554/jCVjSrZw_normal.jpg","South Louisiana","1596920757476798465",NA,NA,11,0,0,0,0,972,2665,55330,11,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"33","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:09:25,"19249206",FALSE,"everyone","1034820320568532997","1034820320568532997",NA,"Dawn❤SeekUp41",FALSE,"2009-01-20T18:31:10.000Z","💖🦋#DMB | #dMbFamily | VIRTUE. ETHICS. COMPASSION. LOVE. Its all u need, but u need it ALL. #DefendDemocracyEverywhere #VoteBlue E PLURIBUS UNIM✌️🇺🇸🌊🌎🗳🗽",FALSE,"D_awnSeekUp41","https://pbs.twimg.com/profile_images/1523826175038078980/INxiNaqN_normal.jpg","NJ","1604494079697780738",NA,NA,11,0,0,0,0,1414,4979,74643,39,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"34","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:10:07,"825741676555612160",FALSE,"everyone","1034820497383481345","1034820497383481345",NA,"Porky Grout",FALSE,"2017-01-29T16:25:32.000Z","",FALSE,"America_Because","https://pbs.twimg.com/profile_images/1270101849186525184/J6M5D3ht_normal.jpg",NA,NA,NA,NA,11,0,0,0,0,7,172,1524,0,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
"35","RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds . https   www tampabay com news environment water oil from bp spill was pushed onto shelf off tampa bay by underwater 2137406","en",2018-08-29 15:11:24,"23468714",FALSE,"everyone","1034820822219857921","1034820822219857921",NA,"Ben Martin",FALSE,"2009-03-09T17:44:06.000Z","Bike Ridin, Tree huggin,pet lovin vegan. My Magic is pretty chill.",FALSE,"bendicoot","https://pbs.twimg.com/profile_images/685125623052939264/Y6OeS9CG_normal.jpg","Plattsburgh, NY","1589658419346440193",NA,NA,11,0,0,0,0,1319,2074,105877,131,"RT @joshfoxfilm: Oil from BP spill pushed onto shelf off Tampa Bay by underwater currents, study finds https://t.co/eVepoOGj1D",FALSE
