"","text","possibly_sensitive","conversation_id","lang","author_id","created_at.x","reply_settings","id","in_reply_to_user_id","username","location","profile_image_url","name","protected","created_at.y","verified","url","description","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id","text_with_display_links"
"91","Emergency declared after large number of dolphins killed from #redtide @WFLAJohn  @WFLA. https   www wfla com 1437552287",FALSE,"1040064588161662978","en","85644587",2018-09-13 02:28:15,"everyone","1040064588161662978",NA,"ryanminnaugh","United States","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","Ryan Minnaugh",FALSE,"2009-10-27T19:42:48.000Z",TRUE,"https://t.co/WMNw7U3zfR","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","9db9aa483565ef9c",1,0,1,1,0,1296,1133,7719,17,NA,"Emergency declared after large number of dolphins killed from #redtide @WFLAJohn https://t.co/6DE5yy9JGM @WFLA"
"92","In Redington Shores, the counterattack against Red Tide begins . http   www tampabay com news environment In Redington Shores the counterattack against Red Tide begins_171704330",FALSE,"1040113847498104832","en","705467685417701376",2018-09-13 05:44:00,"everyone","1040113847498104832",NA,"Cesare1210Tom","Tampa, FL","https://pbs.twimg.com/profile_images/760264178053554179/FonWv3u5_normal.jpg","Tom Cleary",FALSE,"2016-03-03T18:59:38.000Z",FALSE,NA,"Art Arts & Culture Black Community Fitness & Wellness Government & Politics Indie/Experimental Journalists & Pundits Literature Music News Opinion Space Travel","dc62519fda13b4ec",1,0,1,0,0,551,1446,8409,22,NA,"In Redington Shores, the counterattack against Red Tide begins https://t.co/TuLxzl6NCQ"
"93","😢
Red Tide suspected in first bird deaths found on Clearwater Beach . http   www tampabay com news environment wildlife Red Tide suspected in first bird deaths found on Clearwater Beach_171708245",FALSE,"1040252804940668928","en","70564194",2018-09-13 14:56:10,"everyone","1040252804940668928",NA,"tanya556","Tampa, FL","https://pbs.twimg.com/profile_images/542154963359514624/WeFoMeLF_normal.jpeg","Tanya D",FALSE,"2009-09-01T01:43:36.000Z",FALSE,"http://t.co/dEifEKY4jc","I live in the Tampa Bay area, just walking distance from the beach!  I'm lucky to live in this paradise and I love every second of it.","074d5ce471c43508",0,0,0,0,0,294,588,9446,1,NA,"😢
Red Tide suspected in first bird deaths found on Clearwater Beach https://t.co/k1Ibj9FpOk"
"94","@ScottforFlorida Now that’s just an outright lie! You didn’t do anything to stop the algae problem! You added to the problem with your anti-environment policies!. ",FALSE,"1040399829157986309","en","524375594",2018-09-14 12:59:50,"everyone","1040585916950241280","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@ScottforFlorida Now that’s just an outright lie! You didn’t do anything to stop the algae problem! You added to the problem with your anti-environment policies!"
"95","Breaking news...Red Tide made it all the way to Oxford, Mississippi.  #Landsharks have washed up!!!  The Tide just keeps rolling...#Roadto18!!!❤️🏈🐘RTR🐘🏈❤️!!  #RTR #NickChick @AlabamaFTBL @SECNetwork @finebaum @ESPNCFB #SaturdayDownSouth . https   twitter com agr_drltc status 1041128493575274496 photo 1",FALSE,"1041128493575274496","en","1148026393",2018-09-16 00:55:50,"everyone","1041128493575274496",NA,"agr_drltc",NA,"https://pbs.twimg.com/profile_images/1462454755402395670/3bhECZPW_normal.jpg","Alicia G. Rossiter DNP, FNP, PPCNP-BC, FAANP, FAAN",FALSE,"2013-02-04T13:32:50.000Z",FALSE,NA,"Retired Combat veteran. Nurse Practitioner. Co-Editor of Caring for Veterans and their Families: A Guide for Nurses and Healthcare Providers. Crimson Tide fan!","dc62519fda13b4ec",0,0,3,0,0,786,1883,6177,15,NA,"Breaking news...Red Tide made it all the way to Oxford, Mississippi.  #Landsharks have washed up!!!  The Tide just keeps rolling...#Roadto18!!!❤️🏈🐘RTR🐘🏈❤️!!  #RTR #NickChick @AlabamaFTBL @SECNetwork @finebaum @ESPNCFB #SaturdayDownSouth https://t.co/YVFpYzm0Xl"
"96","@RebeccaSeals bad red tide here, bb. idk how it is at home.. ",FALSE,"1041412327088762880","en","333777689",2018-09-16 19:52:52,"everyone","1041414636334141441","98981450","seitandick","Tampa, FL","https://pbs.twimg.com/profile_images/1277350969999863808/D_qbAJOr_normal.jpg","kirby",FALSE,"2011-07-12T02:21:43.000Z",FALSE,"https://t.co/uEJtTZDqh5","bartending forever / designs and art","dc62519fda13b4ec",0,1,1,0,0,199,278,8062,2,"1521914192177082370","@RebeccaSeals bad red tide here, bb. idk how it is at home."
"97","I find it IRONIC (and sad) that currently, Clearwater Beach has red tide. . https   twitter com famousonhere status 1041499663805890560 photo 1",FALSE,"1041499663805890560","en","790316326225080320",2018-09-17 01:30:44,"everyone","1041499663805890560",NA,"famousonhere","Olmsted Falls,OH/Apollo Beach ","https://pbs.twimg.com/profile_images/790326228381229060/pvdh_WA6_normal.jpg","Lisa Rawlinson",FALSE,"2016-10-23T22:17:50.000Z",FALSE,NA,"MY superpower is doing 80 while putting on lipstick....into Dance/Electronic Hip-Hop/Rap Loves no drama, but not opposed to smack a bitch if needed.","de55c30bd4263e8a",0,0,1,0,0,66,475,3074,0,NA,"I find it IRONIC (and sad) that currently, Clearwater Beach has red tide. https://t.co/ud1rWomEN9"
"98","Your governor don’t want to make time,to discuss algae &amp; red tide .....As a senator he’ll ......(@@) . https   twitter com BgRuhf status 1041778602914836481 photo 1",FALSE,"1041778602914836481","en","227938862",2018-09-17 19:59:08,"everyone","1041778602914836481",NA,"BgRuhf","Right behind U!","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","Tshombe E Edwards",FALSE,"2010-12-18T07:26:57.000Z",FALSE,NA,"Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","dc62519fda13b4ec",0,1,0,0,0,202,244,84418,43,NA,"Your governor don’t want to make time,to discuss algae &amp; red tide .....As a senator he’ll ......(@@) https://t.co/8QnqwkHh3L"
"99","Bean Pie?. ",FALSE,"1041778602914836481","en","227938862",2018-09-18 00:11:27,"everyone","1041842097345781760","227938862","BgRuhf","Right behind U!","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","Tshombe E Edwards",FALSE,"2010-12-18T07:26:57.000Z",FALSE,NA,"Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","dc62519fda13b4ec",0,1,0,0,0,202,244,84418,43,NA,"Bean Pie?"
"100","Aaaaayyyyyeeeee!!!!!!. ",FALSE,"1041778602914836481","und","227938862",2018-09-18 00:15:37,"everyone","1041843146445991938","227938862","BgRuhf","Right behind U!","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","Tshombe E Edwards",FALSE,"2010-12-18T07:26:57.000Z",FALSE,NA,"Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","dc62519fda13b4ec",0,0,0,0,0,202,244,84418,43,NA,"Aaaaayyyyyeeeee!!!!!!"
"101","@bomalley Can you imagine if there was no algae crisis?. ",FALSE,"1042054555813470209","en","20457375",2018-09-18 14:29:35,"everyone","1042058055788244992","15380561","ashleybauman","ÜT: 27.988519,-82.453898","https://pbs.twimg.com/profile_images/1488687496833683461/m4Z5NOvL_normal.jpg","Ashley Bauman",FALSE,"2009-02-09T19:06:41.000Z",FALSE,"https://t.co/0gzan5JlGQ","📣 SVP 🟠. Proud alumni of @JaneCastor, @BobBuckhorn, @TheDemocrats, @terrymcauliffe, @VADemocrats, @BarackObama, and @FlaDems. @UF 🐊","dc62519fda13b4ec",0,0,0,0,0,6087,6704,22285,135,NA,"@bomalley Can you imagine if there was no algae crisis?"
"102","#RedTide kills fish in Intracoastal Waterway @WFLAJohn  @WFLA. https   www wfla com 1457750728",FALSE,"1042230172693553153","en","85644587",2018-09-19 01:53:31,"everyone","1042230172693553153",NA,"ryanminnaugh","United States","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","Ryan Minnaugh",FALSE,"2009-10-27T19:42:48.000Z",TRUE,"https://t.co/WMNw7U3zfR","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","9db9aa483565ef9c",3,0,0,0,0,1296,1133,7719,17,NA,"#RedTide kills fish in Intracoastal Waterway @WFLAJohn https://t.co/t21AWVUXj4 @WFLA"
"103","@ScottforFlorida You’ve been governor for 8 YEARS! What have you done in 8 YEARS? Green algae’s been getting worse your entire time in office!. ",FALSE,"1042518787029954562","en","524375594",2018-09-19 21:37:50,"everyone","1042528217456893952","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",2,2,8,0,0,182,122,23010,3,NA,"@ScottforFlorida You’ve been governor for 8 YEARS! What have you done in 8 YEARS? Green algae’s been getting worse your entire time in office!"
"104","FWC Report: #RedTide issues persist in Pinellas, Manatee, Sarasota counties  @WFLA. https   www wfla com 1464816474",FALSE,"1043315142317027328","tl","85644587",2018-09-22 01:44:48,"everyone","1043315142317027328",NA,"ryanminnaugh","United States","https://pbs.twimg.com/profile_images/1368521178692911104/xfZa8_qR_normal.jpg","Ryan Minnaugh",FALSE,"2009-10-27T19:42:48.000Z",TRUE,"https://t.co/WMNw7U3zfR","Executive Producer/Digital Professional, Husband, Dad, Yankee Fan.","9db9aa483565ef9c",2,0,1,0,0,1296,1133,7719,17,NA,"FWC Report: #RedTide issues persist in Pinellas, Manatee, Sarasota counties https://t.co/usteRUAG1h @WFLA"
"105","Puffer fish stopped by for a close-up today. Glad to see red tide hasn't made its way into #TampaBay . https   twitter com TPDTodd status 1043878248399220738 video 1",FALSE,"1043878248399220738","en","839023926",2018-09-23 15:02:23,"everyone","1043878248399220738",NA,"BeachBum745","Florida, USA","https://pbs.twimg.com/profile_images/1473092164380987399/_WobU-in_normal.jpg","BeachBum745",FALSE,"2012-09-22T03:47:05.000Z",FALSE,NA,"Living on Island time! Naturalist. If you're friends with me, you're probably going to see me naked! #Harleylife #Tothemoon","07d9d27ccc086001",1,0,0,0,0,275,886,1122,0,NA,"Puffer fish stopped by for a close-up today. Glad to see red tide hasn't made its way into #TampaBay https://t.co/Ddr93Nh4KC"
"106","@NelsonForSenate Remember Red Tide Rick eliminated septic tank inspections and tried to change water standards allowing more pollutants into our waterways!. ",FALSE,"1045439262735372288","en","524375594",2018-09-27 23:00:50,"everyone","1045448204853096450","555355209","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,1,0,0,182,122,23010,3,NA,"@NelsonForSenate Remember Red Tide Rick eliminated septic tank inspections and tried to change water standards allowing more pollutants into our waterways!"
"107","@LauraMoodyFox13 you do know that the rowing regatta is on a LAKE not the ocean. So no need to worry about red tide 🤦🏼‍♂️. ",FALSE,"1045623721321529344","en","332010906",2018-09-28 10:38:16,"everyone","1045623721321529344","1208447953","shawtampabay","Tampa, FL","https://pbs.twimg.com/profile_images/626000629463449601/IQJEEge5_normal.jpg","Hero-Shaw TampaBay🏳️‍🌈",FALSE,"2011-07-09T02:33:17.000Z",FALSE,NA,"wannabe photographer, full time parent of 21 yr old twins. Supporter of LGBTQ & minority rights, and full time husband of a Pastor. 🏳️‍🌈","51264211e147d635",0,0,0,0,0,206,272,9913,4,NA,"@LauraMoodyFox13 you do know that the rowing regatta is on a LAKE not the ocean. So no need to worry about red tide 🤦🏼‍♂️"
"108","@ScottforFlorida Why doesn’t Red Tide Rick want an investigation for the truth? Maybe it’s because he has things he’d like to hide too, like overpaying contractors after Hurricsne Irma? Scott = Corruption. ",FALSE,"1045746962027479042","en","524375594",2018-09-28 19:42:18,"everyone","1045760633457790978","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@ScottforFlorida Why doesn’t Red Tide Rick want an investigation for the truth? Maybe it’s because he has things he’d like to hide too, like overpaying contractors after Hurricsne Irma? Scott = Corruption"
"109","@FlaDems Red Tide Rick is in it for himself! Columbia/HCA taught him well!. ",FALSE,"1045749048651714560","en","524375594",2018-09-29 13:15:25,"everyone","1046025658445582336","76027332","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@FlaDems Red Tide Rick is in it for himself! Columbia/HCA taught him well!"
"110","@ScottforFlorida Red Tide Rick is right, time to get rid of corruption and vote Democrat. Not perfect but better than Republican dishonesty and bad laws that line their pockets!. ",FALSE,"1045820449970696192","en","524375594",2018-09-29 14:55:37,"everyone","1046050874404098048","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@ScottforFlorida Red Tide Rick is right, time to get rid of corruption and vote Democrat. Not perfect but better than Republican dishonesty and bad laws that line their pockets!"
"111","@ScottforFlorida @Telemundo Red Tide Rick also hides the wealth he’s accumulated as governor, his A rating by NRA, mishandling of Hurricane Irma contractors, toll roads instead of mass transit, Medicare fraud as CEO of Columbia HCA, more...... ",FALSE,"1046165256777715712","en","524375594",2018-09-30 13:52:18,"everyone","1046397327878041600","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@ScottforFlorida @Telemundo Red Tide Rick also hides the wealth he’s accumulated as governor, his A rating by NRA, mishandling of Hurricane Irma contractors, toll roads instead of mass transit, Medicare fraud as CEO of Columbia HCA, more....."
"112","@VernBuchanan just saw your newest campaign ad calling @NancyPelosi &amp; UR challenger #socialists. That is a flat out lie and you know it. Pandering to the #Drumpf base is typical of you. Enjoy retirement on your new boat cruising through red tide. #Resistance. ",FALSE,"1046415343273627649","en","17639625",2018-09-30 15:03:53,"everyone","1046415343273627649","20467163","rnsailor","Tampa Bay, FL","https://pbs.twimg.com/profile_images/1501329381175742471/4O1-zVav_normal.jpg","rnsailor 🦩🇨🇦🇮🇪🇺🇸",FALSE,"2008-11-26T02:23:58.000Z",FALSE,NA,"Retired RN, wife, liberal dem, #photographer #catlover #worldtraveler #bluewave","017a309d07f2b3f8",0,0,1,0,0,7183,7569,22842,57,NA,"@VernBuchanan just saw your newest campaign ad calling @NancyPelosi &amp; UR challenger #socialists. That is a flat out lie and you know it. Pandering to the #Drumpf base is typical of you. Enjoy retirement on your new boat cruising through red tide. #Resistance"
"113","Link to our special report.  What’s fueling #RedTide?     . https   www facebook com 58608795408 posts 10156915998330409",FALSE,"1046951206202089472","en","82925465",2018-10-02 02:33:13,"everyone","1046951206202089472",NA,"MichaelPaluska","Tampa, FL","https://pbs.twimg.com/profile_images/1507698331249790979/ycOs_bfx_normal.jpg","Michael Paluska",FALSE,"2009-10-16T17:11:30.000Z",TRUE,"https://t.co/ubIaHDiqQ4","Special projects Reporter at ABC Action News.","dc62519fda13b4ec",1,0,0,0,0,1696,1494,5506,72,NA,"Link to our special report.  What’s fueling #RedTide?     https://t.co/Mfgl9yRQ6A"
"114","The red tide is devastating. What’s inspired us is the response, clean up efforts &amp; call to action by Floridians who want to save our waters, marine life, beaches &amp; way of life. We can’t… . https   www instagram com p Boee25MA8Fb",FALSE,"1047511333619617793","en","4541720783",2018-10-03 15:38:58,"everyone","1047511333619617793",NA,"SunshineStateGo","Florida, USA","https://pbs.twimg.com/profile_images/1082676075153551361/mfEZUTjJ_normal.jpg","Sunshine State®",FALSE,"2015-12-20T02:40:55.000Z",FALSE,"https://t.co/yvAIvAJV7c","Sunshine State® is not just an apparel brand, it’s an expression of love for our beaches, surf, coastal waters and barrier islands. #SunshineStateGoods","dc62519fda13b4ec",0,0,0,0,0,1122,1445,933,19,NA,"The red tide is devastating. What’s inspired us is the response, clean up efforts &amp; call to action by Floridians who want to save our waters, marine life, beaches &amp; way of life. We can’t… https://t.co/yMhQhrhDoo"
"115","@Kiwiheather The only thing that Rick Scott truly cares about is how big his bank account is, period. Red Tide Rick Scott is a pathological liar cut from the same cloth as Trump. . https   twitter com PLashley6 status 1047520876604936193 photo 1",FALSE,"1047515011864780802","en","918601320977895424",2018-10-03 16:16:53,"everyone","1047520876604936193","25299335","PLashley6","Tampa, FL","https://pbs.twimg.com/profile_images/977674350462685188/1KZmCmhD_normal.jpg","PhillipLashley6",FALSE,"2017-10-12T22:16:36.000Z",FALSE,NA,"Florida Freethinker, Doesn't Obey Well. 
Volunteer of America, Sometimes Obscene. All Lives Matter 🌎 ✌ 
#FBR #PRU","01af119d415cd7d2",0,0,1,0,0,3837,4250,15243,1,"1053292727302045696","@Kiwiheather The only thing that Rick Scott truly cares about is how big his bank account is, period. Red Tide Rick Scott is a pathological liar cut from the same cloth as Trump. https://t.co/Lz1ldF8Tq6"
"116","The end of #Florida as we now know it? 😞 #redtide . https   twitter com craigtimes status 1047597981384540166",FALSE,"1047629706630238208","en","148753152",2018-10-03 23:29:20,"everyone","1047629706630238208",NA,"PBoothMedia",NA,"https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg","Philip Booth",FALSE,"2010-05-27T14:23:42.000Z",FALSE,"https://t.co/SsucCcGjfV","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","dc62519fda13b4ec",0,0,0,0,0,2107,4280,57493,73,NA,"The end of #Florida as we now know it? 😞 #redtide https://t.co/jDTnUHLS3B"
"117","@RonDeSantisFL @RepJNunez No thanks! If you want to continue Red Tide Rick’s legacy and support Donald Trumps agenda, count me out! Republicans = Corruption #votethebumsout. ",FALSE,"1047628849922682881","en","524375594",2018-10-04 00:28:52,"everyone","1047644689434914818","487297085","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,1,0,0,182,122,23010,3,NA,"@RonDeSantisFL @RepJNunez No thanks! If you want to continue Red Tide Rick’s legacy and support Donald Trumps agenda, count me out! Republicans = Corruption #votethebumsout"
"118","Sharks, alligators, red tide, green algae, mosquitoes as big as hawks, coyotes, hurricanes, sinkholes, pythons, and now ... bears? Is it just me, or is #Florida bad for our health? . https   twitter com TB_Times status 1047712924305907712",FALSE,"1047818255623249920","en","148753152",2018-10-04 11:58:34,"everyone","1047818255623249920",NA,"PBoothMedia",NA,"https://pbs.twimg.com/profile_images/1616277942824222721/u6-SL1D__normal.jpg","Philip Booth",FALSE,"2010-05-27T14:23:42.000Z",FALSE,"https://t.co/SsucCcGjfV","Writes stuff. Slappas da bass. Husband, dad, brother, son. @jazztimes @jazzizmagazine @flfilmcritics @jjajazzawards @theehsociety @acmejazzgarage https://t.co/GEOIL8x8Xv","dc62519fda13b4ec",0,0,0,0,0,2107,4280,57493,73,NA,"Sharks, alligators, red tide, green algae, mosquitoes as big as hawks, coyotes, hurricanes, sinkholes, pythons, and now ... bears? Is it just me, or is #Florida bad for our health? https://t.co/9Wr862gtTb"
"119","#redtide man ... horrible ... just sad . https   twitter com ScottThorndike1 status 1048317803655249921 video 1",FALSE,"1048317803655249921","en","4866571882",2018-10-05 21:03:35,"everyone","1048317803655249921",NA,"ScottThorndike1","Tampa, FL","https://pbs.twimg.com/profile_images/726397008601337856/_ckhjlJm_normal.jpg","Scott Thorndike",FALSE,"2016-01-31T13:28:46.000Z",FALSE,NA,"Live life while we're young !!!","9e27ffe7ca397c0a",2,1,3,0,0,55,96,511,2,NA,"#redtide man ... horrible ... just sad https://t.co/bEBtV0YE27"
"120","@ScottforFlorida @SenBillNelson $1.7b fine because your company defrauded Medicare! And you got a Golden Parachute!Informed voters know the truth! Red Tide Rick = Corruption. ",FALSE,"1048325998897520642","en","524375594",2018-10-05 23:09:37,"everyone","1048349519895830528","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",1,0,3,0,0,182,122,23010,3,NA,"@ScottforFlorida @SenBillNelson $1.7b fine because your company defrauded Medicare! And you got a Golden Parachute!Informed voters know the truth! Red Tide Rick = Corruption"
"121","@ScottforFlorida Assembling hamburgers for min wage isn’t progress Red Tide Rick!. ",FALSE,"1048315507412295681","en","524375594",2018-10-05 23:11:10,"everyone","1048349908326141952","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,0,0,0,182,122,23010,3,NA,"@ScottforFlorida Assembling hamburgers for min wage isn’t progress Red Tide Rick!"
"122","@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!. ",FALSE,"1048356919222722560","en","524375594",2018-10-05 23:45:54,"everyone","1048358652250349568","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",0,0,8,0,0,182,122,23010,3,NA,"@ScottforFlorida What have you done in the 8 yrs as governor to advance healthcare? You rejected federal funds that would have paid 90% of Medicaid costs for uninsured Floridians! You want to repeal the ACA! Your record speaks for itself Red  Tide Rick!"
"123","#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth. ",FALSE,"1048540954653859846","en","227938862",2018-10-06 11:55:54,"everyone","1048542358957174784","227938862","BgRuhf","Right behind U!","https://pbs.twimg.com/profile_images/1595392726547193859/egK4mqE9_normal.jpg","Tshombe E Edwards",FALSE,"2010-12-18T07:26:57.000Z",FALSE,NA,"Tampa,Fla.I.F.&A.M.,Mu/Artist,Writer/Inventor/Plano, Ed D@ Tampa♡I","dc62519fda13b4ec",0,0,0,0,0,202,244,84418,43,NA,"#CrashCourse101 Francis on the way out should have the answer to “Red Tide” epidemic. (@@)...#Truth"
"124","Thanks, bud. Now go look for red tide. . https   twitter com JasonBeisel status 1048531228964605954",FALSE,"1048624698798612482","en","285211010",2018-10-06 17:23:05,"everyone","1048624698798612482",NA,"RyanHughesNews","New Port Richey and Tampa","https://pbs.twimg.com/profile_images/1519820484124332032/mwsEyHeV_normal.jpg","Ryan Hughes",FALSE,"2011-04-20T18:47:19.000Z",FALSE,"https://t.co/JcbXQgmWu4","PIO @PascoCountyPIO. Content Agent @LucieContent. Ex-TV reporter. From 'The Way Life Should Be.' Go Bolts, Sox & Orlando City Soccer.","dc62519fda13b4ec",1,0,8,0,0,4360,2601,31109,134,NA,"Thanks, bud. Now go look for red tide. https://t.co/lJljkvN15H"
"125","@ScottThorndike1 Still there?? Dangggg. ",FALSE,"1048317803655249921","en","2599106367",2018-10-06 17:26:44,"everyone","1048625619410542593","4866571882","BraultSabrina","Honolulu, HI","https://pbs.twimg.com/profile_images/1598540845304537088/7WiR8p8Q_normal.jpg","Sabrina Lynch",FALSE,"2014-06-10T23:43:25.000Z",FALSE,NA,"never lost a gulag",NA,0,0,1,0,0,185,109,3250,1,NA,"@ScottThorndike1 Still there?? Dangggg"
"126","@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks .. ",FALSE,"1048520666759217157","en","814398724654977025",2018-10-06 20:29:09,"everyone","1048671522699825152","2863996955","WKobilca","Milky Way","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","William J. Kobilca",FALSE,"2016-12-29T09:12:41.000Z",FALSE,NA,"》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","dc62519fda13b4ec",0,0,1,0,0,241,483,58766,11,NA,"@RWPUSA @modrnhealthcr Agreed...red TIDE Rick flunks ."
"127","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. . https   twitter com WeatherNation status 1048680249272152064",FALSE,"1048689614716895232","en","1447732770",2018-10-06 21:41:02,"everyone","1048689614716895232",NA,"LadyRElliott","Tampa, FL","https://pbs.twimg.com/profile_images/1521153180184326144/_cVnApb__normal.jpg","Randiii ☀️",FALSE,"2013-05-22T02:16:16.000Z",FALSE,NA,"The people who are crazy enough to think they can change the world are the ones that do.","2cce4a9792d2d92e",0,0,1,0,0,904,682,18705,6,"865067759360765952","I'm gonna need you to shift the cone  and come closer to FL so it'll break up the awful red tide situation and help our beaches and sea life start recovering. Don't become a hurricane tho... pls. https://t.co/fxAJ2G897x"
"128","@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!. ",FALSE,"1048932175985496066","en","524375594",2018-10-07 14:38:03,"everyone","1048945557337780224","306389855","tonyedl","Florida, USA","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","tonyedl",FALSE,"2012-03-14T13:54:49.000Z",FALSE,NA,"Navy Veteran","70b7be4d968912d3",2,1,2,0,0,182,122,23010,3,NA,"@ScottforFlorida You headed a company that committed record Medicare fraud! $1.7b in fines and you bailed out with a golden parachute! Red Tide Rick = Donald Trump = Corruption!"
"129","@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well.. ",FALSE,"1048566044632207360","en","814398724654977025",2018-10-08 01:25:47,"everyone","1049108564114132992","2767920325","WKobilca","Milky Way","https://pbs.twimg.com/profile_images/909532695767724032/TLf0SA1g_normal.jpg","William J. Kobilca",FALSE,"2016-12-29T09:12:41.000Z",FALSE,NA,"》on Facebook look up: On My Wall.... to see my art work. 《
  #artmilitia 
#freeartfriday 
#OUTSIDERART","dc62519fda13b4ec",0,0,0,0,0,241,483,58766,11,NA,"@P5Guy @TB_Times Do u know the sugar industry has had there nitrogen and other phosphate pollutants limits raised under republican administrators. Do u know helpful, healthy  environmental protections have been scaled back by Gov. #RedTide  killer Scott. 
#corporatewelfare has flourished as well."
